UniqueID,Vehicle Class,Engine Size(L),Cylinders,Transmission,Number of Gear,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
293,4844820087512214266,MID-SIZE,2.4,4,A,4.0,X,11.2,8.0,9.8,29,225
294,821669761057875186,MID-SIZE,2.4,4,A,6.0,X,12.0,7.6,10.0,28,230
295,8166968621892420860,MID-SIZE,3.6,6,A,6.0,X,12.5,8.1,10.5,27,242
296,2889492096994345937,MID-SIZE,3.6,6,A,6.0,E,17.0,11.2,14.4,20,230
297,5911415049097111327,MID-SIZE,3.6,6,A,5.0,X,13.2,8.7,11.2,25,258
298,5297553522197882635,MID-SIZE,5.7,8,M,6.0,X,15.6,10.0,13.1,22,301
299,3352976781072701369,MID-SIZE,5.7,8,A,5.0,X,15.8,9.2,12.8,22,294
300,3106588476523223317,MID-SIZE,6.4,8,M,6.0,Z,16.8,10.4,13.9,20,320
301,8552291574696106114,MID-SIZE,6.4,8,A,5.0,Z,16.7,10.3,13.8,20,317
302,3516728958961006058,FULL-SIZE,3.6,6,A,5.0,X,13.2,8.7,11.2,25,258
303,230084709000989327,FULL-SIZE,3.6,6,A,8.0,X,12.4,7.7,10.3,27,237
304,685871959646558256,FULL-SIZE,5.7,8,A,5.0,X,15.8,9.2,12.8,22,294
305,6385803283954933667,FULL-SIZE,3.6,6,A,8.0,X,12.8,8.6,10.9,26,251
306,5903889464966299892,FULL-SIZE,5.7,8,A,5.0,X,16.1,10.0,13.4,21,308
307,2675764682302416085,FULL-SIZE,3.6,6,A,8.0,X,12.8,8.6,10.9,26,251
308,443344136240933747,FULL-SIZE,3.6,6,A,8.0,E,17.3,11.7,14.8,19,237
309,7815159823148728413,FULL-SIZE,3.6,6,A,5.0,X,13.2,8.7,11.2,25,258
310,467479367324956058,FULL-SIZE,3.6,6,A,5.0,E,18.3,12.6,15.7,18,251
311,4957996304899470850,FULL-SIZE,3.6,6,A,8.0,X,12.3,7.6,10.2,28,235
312,5358570016591409971,FULL-SIZE,3.6,6,A,8.0,E,16.8,10.3,13.9,20,222
313,4978747976186197298,FULL-SIZE,6.4,8,A,5.0,Z,16.7,10.3,13.8,20,317
314,5061456702174575759,MID-SIZE,2.0,4,M,6.0,X,9.4,6.5,8.1,35,186
315,6843308006879230628,MID-SIZE,2.4,4,A,6.0,X,10.1,6.8,8.6,33,198
316,811185701596219341,MID-SIZE,2.4,4,M,6.0,X,10.5,6.7,8.8,32,202
317,8607575841962429698,MID-SIZE,2.0,4,A,6.0,X,9.9,7.0,8.6,33,198
318,6507534515741129538,MID-SIZE,2.0,4,A,6.0,E,14.2,9.8,12.2,23,195
319,3494711527267860229,MID-SIZE,2.4,4,A,6.0,X,10.6,7.5,9.2,31,212
320,8668994005709975179,MID-SIZE,2.4,4,M,6.0,X,10.2,7.0,8.8,32,202
321,6433132895462425389,MID-SIZE,1.4,4,A,6.0,X,8.4,5.9,7.3,39,168
322,169532911698659007,MID-SIZE,1.4,4,M,6.0,X,8.5,5.8,7.3,39,168
323,8888064605913638032,SUV,5.7,8,A,8.0,X,17.3,10.8,14.4,20,331
324,3619064651311841258,SUV,3.6,6,A,8.0,X,13.9,9.8,12.1,23,278
325,4494543072347511203,SUV,3.6,6,A,8.0,E,17.7,13.0,15.6,18,250
326,6431435222709493923,,3.6,6,A,6.0,X,13.7,9.4,11.8,24,271
327,3267352889883708284,,3.6,6,A,6.0,E,19.2,13.1,16.5,17,264
328,2855510138560378725,SUV,2.4,4,A,4.0,X,12.7,9.1,11.1,25,255
329,5933081831634178527,SUV,3.6,6,A,6.0,X,14.5,9.9,12.4,23,285
330,626177534147975913,SUV,3.6,6,A,6.0,X,14.2,9.4,12.0,24,276
331,8603084008970731371,SUV,3.6,6,A,6.0,E,18.9,12.9,16.2,17,259
332,3649851805026902688,COMPACT,1.4,4,M,5.0,X,8.5,6.9,7.8,36,179
333,6232385223651049116,COMPACT,1.4,4,M,5.0,X,8.5,6.9,7.8,36,179
334,7581642354961763020,COMPACT,1.4,4,A,6.0,X,8.7,6.9,7.9,36,182
335,1393568540885498247,COMPACT,1.4,4,M,5.0,X,7.9,6.3,7.2,39,166
336,1316553174590124850,COMPACT,1.4,4,M,5.0,X,8.5,6.9,7.8,36,179
337,6373463778383307097,COMPACT,1.4,4,A,6.0,X,8.7,6.9,7.9,36,182
338,2977311893957188282,COMPACT,1.4,4,M,5.0,X,7.6,5.9,6.8,42,156
339,2550642393471562608,COMPACT,1.4,4,M,5.0,X,8.5,6.9,7.8,36,179
340,403213550294746456,,1.4,4,A,6.0,X,10.0,7.2,8.7,32,200
341,8268234542704492255,,1.4,4,M,6.0,X,9.3,7.2,8.4,34,193
342,8983654062942218374,FULL-SIZE,2.0,4,A,,X,5.6,6.4,6.0,47,138
343,4695354514227399468,,4.6,8,A,4.0,X,17.7,14.4,16.2,17,373
344,9025899198625996941,,4.6,8,A,4.0,E,24.1,19.2,21.9,13,350
345,1167346276941725109,,5.4,8,A,4.0,X,19.3,14.7,17.2,16,396
346,3259332821251736678,,5.4,8,A,4.0,E,24.9,19.6,22.5,13,360
347,1828289511022739731,,4.6,8,A,4.0,X,18.6,14.6,16.8,17,386
348,8432170847326974026,,4.6,8,A,4.0,E,25.5,20.0,23.0,12,368
349,8237865686954635245,,6.8,10,A,5.0,X,23.9,17.8,21.2,13,488
350,7289104028787841289,,5.4,8,A,4.0,X,20.6,15.5,18.3,15,421
351,3016994305703276789,,5.4,8,A,4.0,E,26.7,20.5,23.9,12,382
352,457388791646524916,SUV,2.0,4,A,6.0,X,11.3,7.9,9.8,29,225
353,450483340672255889,SUV,3.5,6,A,6.0,X,12.6,8.7,10.8,26,248
354,5344811688365901802,SUV,3.5,6,A,6.0,X,13.3,9.3,11.5,25,264
355,6165711499118688449,SUV,3.7,6,A,6.0,X,13.7,10.4,12.2,23,281
356,3765089836967182706,SUV,1.6,4,A,6.0,X,10.4,7.4,9.1,31,209
357,4475569245446282675,SUV,2.0,4,A,6.0,X,10.9,8.0,9.6,29,221
358,7958408494915738798,SUV,2.5,4,A,6.0,X,10.9,7.5,9.4,30,216
359,8310481889208856194,SUV,1.6,4,A,6.0,X,10.5,7.9,9.3,30,214
360,4224590967103012556,SUV,2.0,4,A,6.0,X,11.2,8.5,10.0,28,230
361,1010889685701920261,SUV,5.4,8,A,6.0,X,18.2,13.3,16.0,18,368
362,2916870103779040318,SUV,5.4,8,A,6.0,E,24.5,18.0,21.6,13,346
363,3409712410776734005,SUV,2.0,4,A,6.0,X,11.8,8.3,10.2,28,235
364,6952445131578972803,SUV,3.5,6,A,6.0,X,14.8,10.7,13.0,22,299
365,1709790226937657256,SUV,3.5,6,A,6.0,X,13.7,9.7,11.9,24,274
366,1249228176561343197,SUV,3.5,6,A,6.0,E,18.3,12.9,15.9,18,254
367,7372880231654165637,SUV,3.5,6,A,6.0,X,14.3,10.3,12.5,23,288
368,6121795969449364880,SUV,3.5,6,A,6.0,E,18.9,13.9,16.7,17,267
369,3740535513799068823,PICKUP TRUCK,3.5,6,A,6.0,X,14.5,10.6,12.7,22,292
370,1337093529364673885,PICKUP TRUCK,3.5,6,A,6.0,X,14.6,10.6,12.8,22,294
371,3565313377560271055,PICKUP TRUCK,6.2,8,A,6.0,X,18.3,12.9,15.9,18,366
372,1641928256030681768,PICKUP TRUCK,3.5,6,A,6.0,X,15.9,11.3,13.8,20,317
373,4189799657658779005,PICKUP TRUCK,3.5,6,A,6.0,X,15.4,11.0,13.4,21,308
374,380564350988965192,PICKUP TRUCK,6.2,8,A,6.0,X,20.1,14.4,17.5,16,402
375,3005231418744164157,PICKUP TRUCK,3.7,6,A,6.0,X,14.0,10.3,12.3,23,283
376,4742348794879908767,PICKUP TRUCK,3.7,6,A,6.0,E,18.8,13.7,16.5,17,264
377,4356375923361548860,PICKUP TRUCK,3.7,6,A,6.0,X,14.0,10.3,12.3,23,283
378,1413411398518889032,PICKUP TRUCK,3.7,6,A,6.0,E,18.8,13.7,16.5,17,264
379,3641417614624164648,PICKUP TRUCK,5.0,8,A,6.0,X,16.4,12.3,14.6,19,336
380,8572576664301984136,PICKUP TRUCK,5.0,8,A,6.0,E,22.1,16.7,19.7,14,315
381,529442323937307639,PICKUP TRUCK,5.0,8,A,6.0,X,16.4,12.3,14.6,19,336
382,8471498359491232015,PICKUP TRUCK,5.0,8,A,6.0,E,22.1,16.7,19.7,14,315
383,5375202351650403054,PICKUP TRUCK,3.7,6,A,6.0,X,15.0,11.4,13.4,21,308
384,3467864348694655723,PICKUP TRUCK,3.7,6,A,6.0,E,20.2,15.3,18.0,16,288
385,5324007080014502007,PICKUP TRUCK,3.7,6,A,6.0,X,15.0,11.4,13.4,21,308
386,3132595502968030921,PICKUP TRUCK,3.7,6,A,6.0,E,20.2,15.3,18.0,16,288
387,6468161717108330211,PICKUP TRUCK,5.0,8,A,6.0,X,16.8,12.6,14.9,19,343
388,7714485454280573499,PICKUP TRUCK,5.0,8,A,6.0,E,22.4,17.0,20.0,14,320
389,5441855048623220197,PICKUP TRUCK,5.0,8,A,6.0,X,16.7,12.5,14.8,19,340
390,4486745544871102185,PICKUP TRUCK,5.0,8,A,6.0,E,22.4,16.9,19.9,14,318
391,3569843376281455231,PICKUP TRUCK,6.2,8,A,6.0,X,20.4,15.0,18.0,16,414
392,2158768375376313074,COMPACT,1.6,4,A,6.0,X,8.5,6.5,7.6,37,175
393,8418924017992433604,COMPACT,1.6,4,M,5.0,X,8.6,6.4,7.6,37,175
394,4510810781597928431,COMPACT,1.0,4,M,5.0,X,7.5,5.5,6.6,43,152
395,848668787198839314,COMPACT,1.6,4,A,6.0,X,8.0,5.8,7.0,40,161
396,1772180244290006325,COMPACT,1.6,4,M,6.0,X,8.9,6.8,8.0,35,184
397,918284880910947995,SUV,3.5,6,A,6.0,X,13.2,9.4,11.5,25,264
398,4296231665793105699,SUV,3.5,6,A,6.0,X,13.7,10.2,12.1,23,278
399,6622415052637510363,SUV,3.5,6,A,6.0,X,14.8,10.4,12.8,22,294
400,65581159331613290,COMPACT,2.0,4,M,6.0,X,10.2,7.4,8.9,32,205
401,7286460973638879478,COMPACT,2.0,4,A,6.0,X,8.8,6.4,7.7,37,177
402,3536238359633759524,COMPACT,2.0,4,A,6.0,E,11.7,8.5,10.3,27,165
403,5920217141852776673,COMPACT,2.0,4,A,6.0,X,8.9,6.4,7.8,36,179
404,1471833344034700354,COMPACT,2.0,4,A,6.0,E,11.7,8.5,10.3,27,165
405,5466944447555747864,COMPACT,2.0,4,M,5.0,X,9.1,6.6,8.0,35,184
406,8088939603908456085,COMPACT,2.0,4,M,5.0,E,11.9,8.9,10.6,27,170
407,2568102103602039948,COMPACT,2.0,4,A,6.0,X,8.4,5.8,7.2,39,166
408,4173427599422951910,COMPACT,2.0,4,A,6.0,E,11.6,8.3,10.1,28,162
409,1250851406094821352,MID-SIZE,1.5,4,A,6.0,X,10.1,6.6,8.5,33,196
410,8250661119114437469,MID-SIZE,1.6,4,M,6.0,X,9.4,6.4,8.1,35,186
411,3166913732103880095,MID-SIZE,2.0,4,A,6.0,X,10.5,7.1,9.0,31,207
412,4866453775988540102,MID-SIZE,2.5,4,A,6.0,X,10.5,7.0,8.9,32,205
413,2798235498480354381,MID-SIZE,1.5,4,A,6.0,X,9.5,6.3,8.1,35,186
414,725840654563030173,MID-SIZE,2.0,4,A,6.0,X,10.9,7.5,9.4,30,216
415,4018526835887690837,MID-SIZE,2.0,4,A,,X,5.3,5.7,5.5,51,126
416,6584164257812970602,COMPACT,3.7,6,A,6.0,X,12.1,7.8,10.2,28,235
417,5089212892837163235,COMPACT,3.7,6,M,6.0,X,12.7,8.1,10.6,27,244
418,8313398078116524586,COMPACT,5.0,8,A,6.0,X,13.3,9.3,11.5,25,264
419,7666297870151392170,COMPACT,5.0,8,M,6.0,X,15.4,9.4,12.7,22,292
420,3121829104755622911,COMPACT,5.8,8,M,6.0,Z,15.9,9.9,13.2,21,304
421,7335379898570915471,COMPACT,3.7,6,A,6.0,X,12.5,8.2,10.6,27,244
422,7836414441632221282,FULL-SIZE,2.0,4,A,6.0,X,10.5,7.3,9.1,31,209
423,6775803599231009269,FULL-SIZE,3.5,6,A,6.0,X,13.7,9.4,11.8,24,271
424,6317542044905089235,FULL-SIZE,3.5,6,A,6.0,X,12.1,8.1,10.3,27,237
425,4584765626895092395,FULL-SIZE,3.5,6,A,6.0,E,17.0,11.1,14.3,20,229
426,8880735688091961610,FULL-SIZE,3.5,6,A,6.0,X,13.0,9.1,11.2,25,258
427,397330696575087336,FULL-SIZE,3.5,6,A,6.0,E,18.4,12.5,15.7,18,251
428,2751146041935467618,,1.6,4,A,6.0,X,10.8,8.0,9.5,30,218
429,3574531763458380419,,2.5,4,A,6.0,X,11.3,8.2,9.9,29,228
430,4611376307951365116,,1.6,4,A,6.0,X,11.5,8.3,10.1,28,232
431,2048889536697644802,,2.5,4,A,6.0,X,11.9,8.5,10.4,27,239
432,7253167476609150226,SUV,3.6,6,A,6.0,X,14.3,9.9,12.3,23,283
433,5966631786425814745,SUV,3.6,6,A,6.0,X,14.9,10.4,12.9,22,297
434,7618714781004701697,,4.3,6,A,4.0,X,17.1,12.7,15.1,19,347
435,8667301726454649218,,5.3,8,A,4.0,X,18.0,13.4,15.9,18,366
436,5521211954143117145,,5.3,8,A,4.0,E,23.5,17.7,20.9,14,334
437,3295064297483223487,,5.3,8,A,4.0,X,18.3,14.2,16.5,17,380
438,545167744395834888,,5.3,8,A,4.0,E,23.7,18.8,21.5,13,344
439,1542572839984783776,,5.3,8,A,4.0,X,18.6,13.9,16.5,17,380
440,2061349746422311052,,5.3,8,A,4.0,E,23.9,18.5,21.5,13,344
441,3893275780985683122,,5.3,8,A,4.0,X,18.3,14.2,16.5,17,380
442,3507885726858734036,,5.3,8,A,4.0,E,25.3,19.3,22.6,12,362
443,4547614703800782421,,5.3,8,A,4.0,X,18.6,13.9,16.5,17,380
444,5574850046762991113,,5.3,8,A,4.0,E,23.9,18.5,21.5,13,344
445,8131850441338876944,,5.3,8,A,4.0,X,18.3,14.2,16.5,17,380
446,2175903053912600410,,5.3,8,A,4.0,E,25.3,19.3,22.6,12,362
447,8201121481283039831,,4.8,8,A,6.0,X,21.1,14.2,18.0,16,414
448,6133958231390089080,,6.0,8,A,6.0,X,21.9,15.0,18.8,15,432
449,7850974844070437501,,6.0,8,A,6.0,E,30.0,20.4,25.7,11,411
450,7536593440729290236,,4.8,8,A,6.0,X,21.3,14.3,18.2,16,419
451,3225723089082252354,,6.0,8,A,6.0,X,22.1,15.0,18.9,15,435
452,1164826871336014332,,6.0,8,A,6.0,E,30.2,20.5,25.8,11,413
453,2142774182095854388,PICKUP TRUCK,4.3,6,A,6.0,X,13.4,9.9,11.8,24,271
454,5697147179686043635,PICKUP TRUCK,4.3,6,A,6.0,E,18.9,14.2,16.8,17,269
455,4261958202372463093,PICKUP TRUCK,5.3,8,A,6.0,X,14.6,10.3,12.7,22,292
456,3552439583048262525,PICKUP TRUCK,5.3,8,A,6.0,E,19.5,13.7,16.9,17,270
457,4601320783599154282,PICKUP TRUCK,6.2,8,A,6.0,Z,16.3,11.4,14.1,20,324
458,3924410450185242763,PICKUP TRUCK,4.3,6,A,6.0,X,14.2,10.6,12.6,22,290
459,6688741355715170347,PICKUP TRUCK,4.3,6,A,6.0,E,20.0,15.1,17.8,16,285
460,7669258272528131425,PICKUP TRUCK,5.3,8,A,6.0,X,14.9,10.6,13.0,22,299
461,548322526768867326,PICKUP TRUCK,5.3,8,A,6.0,E,19.9,14.2,17.3,16,277
462,970781646616348326,PICKUP TRUCK,6.2,8,A,6.0,Z,16.4,11.7,14.3,20,329
463,1131364419504181395,SUV,2.4,4,A,6.0,X,10.5,7.3,9.1,31,209
464,3458593472222171100,SUV,3.6,6,A,6.0,X,13.9,9.6,12.0,24,276
465,3099855710897539014,SUV,3.6,6,A,6.0,E,18.8,13.1,16.2,17,259
466,3770024601128019723,SUV,2.4,4,A,6.0,X,11.5,8.2,10.0,28,230
467,8929534122328219625,SUV,3.6,6,A,6.0,X,14.8,9.9,12.6,22,290
468,1650389647328063630,SUV,3.6,6,A,6.0,E,19.8,13.6,17.0,17,272
469,5137061921963924238,SUV,5.3,8,A,6.0,X,16.0,11.1,13.8,20,317
470,4557462561415932518,SUV,5.3,8,A,6.0,E,21.5,14.6,18.4,15,294
471,8793648782465844510,SUV,5.3,8,A,6.0,X,16.0,11.1,13.8,20,317
472,2627109254012516493,SUV,5.3,8,A,6.0,E,21.5,14.6,18.4,15,294
473,2550423701807179645,SUV,6.2,8,A,6.0,Z,17.0,11.8,14.7,19,338
474,2260945422486522025,SUV,6.2,8,A,6.0,E,23.3,16.1,20.1,14,322
475,6236783272541539570,SUV,6.2,8,A,6.0,Z,18.8,13.4,16.4,17,377
476,1069830164036580794,SUV,6.2,8,A,6.0,E,25.7,17.8,22.1,13,354
477,3665070172438663868,SUV,5.3,8,A,6.0,X,16.0,11.1,13.8,20,317
478,1380689673830394441,SUV,5.3,8,A,6.0,E,21.5,14.6,18.4,15,294
479,9062348108209709396,SUV,5.3,8,A,6.0,X,16.0,11.1,13.8,20,317
480,1819443512895740390,SUV,5.3,8,A,6.0,E,21.5,14.6,18.4,15,294
481,4415407504208162742,MID-SIZE,2.4,4,A,,X,9.0,6.6,7.9,36,182
482,6278211337361665333,MID-SIZE,2.4,4,A,7.0,X,9.1,6.9,8.1,35,186
483,3554301744569755111,MID-SIZE,2.4,4,M,6.0,X,10.1,6.9,8.7,32,200
484,5744942641984581044,MID-SIZE,3.5,6,A,6.0,X,11.0,6.8,9.1,31,209
485,5613649589231440460,MID-SIZE,3.5,6,A,6.0,X,11.4,7.3,9.6,29,221
486,648825357718170581,MID-SIZE,3.5,6,M,6.0,X,13.0,8.4,10.9,26,251
487,838928378659261061,MID-SIZE,2.0,4,A,,X,4.7,4.9,4.8,59,110
488,8129049263768424986,COMPACT,1.8,4,A,,X,7.9,6.0,7.0,40,161
489,4214566171136893338,COMPACT,1.8,4,A,7.0,X,8.1,6.2,7.2,39,166
490,5857747159551008955,COMPACT,1.8,4,M,5.0,X,8.5,6.6,7.6,37,175
491,3296341012545920896,SUV,3.5,6,A,6.0,X,12.5,8.5,10.7,26,246
492,5204006957561152692,SUV,2.4,4,A,5.0,X,10.3,7.6,9.1,31,209
493,7599843422122183908,SUV,2.4,4,A,5.0,X,10.6,7.9,9.4,30,216
494,1638707877068687801,TWO-SEATER,1.5,4,A,7.0,X,6.6,6.0,6.3,45,145
495,158235098685089980,TWO-SEATER,1.5,4,M,6.0,X,7.6,6.1,6.9,41,159
496,4931260040040129566,,1.5,4,A,5.0,X,8.3,6.5,7.5,38,172
497,2215587298176835057,,1.5,4,M,5.0,X,8.3,6.9,7.7,37,177
498,451983663696209305,,3.5,6,A,6.0,X,12.3,8.5,10.6,27,244
499,4871555421743364009,SUV,3.5,6,A,5.0,X,13.3,9.3,11.5,25,265
500,628796402198693988,SUV,3.5,6,A,5.0,X,13.9,9.7,12.0,24,276
501,3082333526763141225,PICKUP TRUCK,3.5,6,A,5.0,X,15.2,11.3,13.4,21,308
502,7728789564542838838,COMPACT,1.6,4,A,6.0,X,8.8,6.3,7.7,37,177
503,4522989819712260207,COMPACT,1.6,4,M,6.0,X,8.7,6.4,7.7,37,177
504,1450843808247933714,MID-SIZE,2.0,4,A,6.0,X,9.8,7.2,8.6,33,198
505,3506537733660472543,MID-SIZE,2.0,4,M,6.0,X,9.8,7.0,8.5,33,196
506,5988845772790122676,FULL-SIZE,5.0,8,A,8.0,Z,15.7,10.2,13.2,21,304
507,6756179366463125934,FULL-SIZE,3.8,6,A,8.0,X,13.0,8.7,11.1,25,255
508,751337655450385636,SUV,3.3,6,A,6.0,X,13.0,9.1,11.2,25,258
509,2837821139921717400,SUV,3.3,6,A,6.0,X,13.3,9.5,11.6,24,267
510,5894050591573710011,SUV,2.4,4,A,6.0,X,11.6,8.7,10.3,27,237
511,2100376428273472298,SUV,2.0,4,A,6.0,X,12.9,9.7,11.5,25,264
512,2030861608990407117,SUV,2.4,4,A,6.0,X,12.5,9.4,11.1,25,255
513,6185552580487903026,FULL-SIZE,2.0,4,A,6.0,X,11.4,7.5,9.6,29,221
514,701036743055295329,FULL-SIZE,2.4,4,A,6.0,X,9.8,7.0,8.5,33,196
515,3338769035920329601,MID-SIZE,2.4,4,A,6.0,X,6.5,5.9,6.2,46,143
516,7184310824312161526,MID-SIZE,2.4,4,A,6.0,X,6.6,5.9,6.3,45,145
517,1625676558784171685,SUV,2.0,4,A,6.0,X,10.2,8.2,9.3,30,214
518,4590615712508690538,SUV,2.0,4,M,6.0,X,11.4,8.6,10.1,28,232
519,2019588303393293249,SUV,2.4,4,A,6.0,X,11.3,8.3,10.0,28,230
520,723317340866145412,SUV,2.0,4,A,6.0,X,11.4,9.3,10.5,27,242
521,7479653543835496131,SUV,2.4,4,A,6.0,X,11.6,9.3,10.6,27,244
522,5986712534959236064,COMPACT,1.6,4,A,6.0,X,8.6,6.6,7.7,37,177
523,4009465199060734848,COMPACT,1.6,4,M,6.0,X,9.1,6.7,8.0,35,184
524,9099492928100040492,COMPACT,1.6,4,A,6.0,X,9.9,7.5,8.8,32,202
525,2964593001532109667,COMPACT,1.6,4,M,6.0,X,9.7,7.1,8.5,33,196
526,7489650550562015049,MID-SIZE,3.7,6,A,7.0,Z,12.0,8.0,10.2,28,235
527,2661580579986351557,MID-SIZE,3.7,6,A,7.0,Z,12.6,8.7,10.8,26,248
528,5660434029387575351,COMPACT,3.5,6,A,7.0,Z,8.2,6.7,7.5,38,172
529,3012921891358955059,COMPACT,3.5,6,A,7.0,Z,8.7,7.5,8.2,34,189
530,2245075735488335122,COMPACT,3.7,6,A,7.0,Z,13.3,9.4,11.5,25,265
531,5127858494584298092,COMPACT,3.7,6,A,7.0,Z,13.6,9.3,11.7,24,269
532,5752296738552630574,COMPACT,3.7,6,M,6.0,Z,14.3,9.8,12.3,23,283
533,759549732243761393,COMPACT,3.7,6,A,7.0,Z,12.9,8.9,11.1,25,255
534,8022871570104520911,COMPACT,3.7,6,M,6.0,Z,13.5,9.3,11.6,24,267
535,6767942906012065000,MID-SIZE,3.7,6,A,7.0,Z,12.8,8.9,11.0,26,253
536,7057605110705999631,MID-SIZE,5.6,8,A,7.0,Z,14.5,9.5,12.3,23,283
537,8430358860893133711,MID-SIZE,3.7,6,A,7.0,Z,13.2,9.6,11.6,24,267
538,7423057196204911102,MID-SIZE,5.6,8,A,7.0,Z,15.0,10.2,12.8,22,294
539,8414177305291209357,MID-SIZE,3.5,6,A,7.0,Z,8.0,7.0,7.6,37,175
540,263571657023314244,,3.7,6,A,7.0,Z,13.6,9.6,11.8,24,271
541,5770648086361941010,SUV,3.5,6,A,,Z,11.9,9.0,10.6,27,244
542,1633776177722780606,SUV,3.5,6,A,,Z,12.3,9.3,11.0,26,253
543,5383832059609296481,SUV,2.5,4,A,,X,8.8,8.2,8.5,33,196
544,4873743956958547427,SUV,3.7,6,A,7.0,Z,14.5,10.7,12.8,22,294
545,9043799717896611980,SUV,5.0,8,A,7.0,Z,16.6,11.9,14.5,19,334
546,5701893816701711437,SUV,5.6,8,A,7.0,Z,17.4,12.1,15.0,19,345
547,5241177324347275039,TWO-SEATER,3.0,6,A,8.0,Z,11.8,8.4,10.3,27,237
548,4995541134065817931,TWO-SEATER,3.0,6,A,8.0,Z,12.2,8.7,10.6,27,244
549,7196582590270266842,TWO-SEATER,5.0,8,A,8.0,Z,15.0,10.2,12.8,22,294
550,4335654255810732156,MID-SIZE,2.0,4,A,8.0,Z,12.3,8.2,10.5,27,242
551,7064737214373188948,MID-SIZE,3.0,6,A,8.0,Z,14.7,9.1,12.2,23,281
552,6455756886068938043,MID-SIZE,5.0,8,A,8.0,Z,15.7,10.3,13.3,21,306
553,5849342966837246482,MID-SIZE,5.0,8,A,8.0,E,21.3,14.1,18.1,16,290
554,6155099904123209499,MID-SIZE,5.0,8,A,8.0,Z,15.7,10.3,13.3,21,306
555,2113115625726440221,FULL-SIZE,3.0,6,A,8.0,Z,14.6,9.6,12.4,23,285
556,7723333568815548222,FULL-SIZE,5.0,8,A,8.0,Z,15.8,10.2,13.3,21,306
557,2767448994480650450,FULL-SIZE,5.0,8,A,8.0,E,20.6,13.6,17.5,16,280
558,7610736138837084141,FULL-SIZE,3.0,6,A,8.0,Z,14.7,9.6,12.4,23,285
559,1763091800548605617,FULL-SIZE,5.0,8,A,8.0,Z,15.8,10.2,13.3,21,306
560,292434347257569561,FULL-SIZE,5.0,8,A,8.0,E,20.6,13.6,17.5,16,280
561,7120028755673302683,FULL-SIZE,5.0,8,A,8.0,Z,15.8,10.2,13.3,21,306
562,7453675284624936414,FULL-SIZE,5.0,8,A,8.0,Z,15.8,10.2,13.3,21,306
563,1023578961805085496,COMPACT,5.0,8,A,6.0,Z,15.1,10.6,13.1,22,301
564,7004159814173265343,COMPACT,5.0,8,A,6.0,Z,14.8,9.9,12.6,22,290
565,960091596683588218,COMPACT,5.0,8,A,6.0,Z,15.9,10.9,13.7,21,315
566,4672269357280188188,COMPACT,5.0,8,A,6.0,Z,15.6,10.9,13.5,21,310
567,2481560986771270670,COMPACT,5.0,8,A,6.0,Z,15.9,10.9,13.7,21,315
568,5945514541635104986,COMPACT,5.0,8,A,6.0,Z,15.6,10.9,13.5,21,310
569,264371122812546976,SUV,2.4,4,A,9.0,X,10.9,7.7,9.5,30,218
570,6730804644314916044,SUV,3.2,6,A,9.0,X,12.3,8.3,10.5,27,242
571,6721177552240389969,SUV,2.4,4,A,9.0,X,11.3,8.3,10.0,28,230
572,7497335353302121252,SUV,3.2,6,A,9.0,X,12.5,8.8,10.8,26,248
573,2751550947042763135,SUV,2.4,4,A,9.0,X,11.4,8.6,10.1,28,232
574,8301880858584362551,SUV,3.2,6,A,9.0,X,12.5,9.1,11.0,26,253
575,9042913879946413055,SUV,2.4,4,A,9.0,X,12.1,9.4,10.9,26,251
576,7763102283868430981,SUV,3.2,6,A,9.0,X,13.4,9.5,11.6,24,267
577,731532804483609828,SUV,2.0,4,A,,X,10.7,8.8,9.9,29,228
578,5457108156093248765,SUV,2.0,4,A,6.0,X,11.1,8.3,9.8,29,225
579,2492620399405040876,SUV,2.0,4,M,5.0,X,10.2,7.8,9.1,31,209
580,5281255710148091138,SUV,2.4,4,A,6.0,X,11.1,8.3,9.8,29,225
581,3963291643819634155,SUV,2.4,4,M,5.0,X,10.3,8.3,9.4,30,216
582,3210270152781657049,SUV,2.4,4,A,6.0,X,11.4,8.7,10.2,28,235
583,2838895492145341031,SUV,2.4,4,M,5.0,X,10.3,8.4,9.4,30,216
584,3396083172831614800,SUV,2.4,4,A,,X,11.7,10.3,11.1,25,255
585,7893629513249863985,SUV,5.7,8,A,8.0,X,17.3,11.7,14.8,19,340
586,5958838828451958918,SUV,3.0,6,A,8.0,D,11.2,8.4,9.9,29,267
587,5056536493158840171,SUV,3.6,6,A,8.0,X,13.9,9.8,12.1,23,278
588,3115052514749675650,SUV,3.6,6,A,8.0,E,17.7,13.0,15.6,18,250
589,7612144865262228228,SUV,6.4,8,A,8.0,Z,18.5,12.6,15.8,18,363
590,7230469616770618720,SUV,2.0,4,A,,X,10.7,8.8,9.9,29,228
591,6838820276267782792,SUV,2.0,4,A,6.0,X,11.1,8.3,9.8,29,225
592,1677891586201900488,SUV,2.0,4,M,5.0,X,10.2,7.8,9.1,31,209
593,4323139877794265300,SUV,2.4,4,A,6.0,X,11.1,8.3,9.8,29,225
594,4791131694532759980,SUV,2.4,4,M,5.0,X,10.3,8.3,9.4,30,216
