occupation,race,sex,age,education,education-num,hours-per-week,class
?,White,Male,63,1st-4th,2,35,<=50K
Transport-moving,White,Male,59,HS-grad,9,45,<=50K
Prof-specialty,White,Female,45,Bachelors,13,40,<=50K
Sales,White,Male,38,Bachelors,13,60,>50K
Other-service,White,Female,40,HS-grad,9,35,<=50K
Adm-clerical,White,Male,46,HS-grad,9,40,<=50K
Exec-managerial,White,Female,35,Assoc-acdm,12,60,<=50K
Prof-specialty,White,Female,34,HS-grad,9,25,<=50K
Craft-repair,White,Male,33,Bachelors,13,20,<=50K
Adm-clerical,White,Female,41,HS-grad,9,36,<=50K
Machine-op-inspct,White,Male,20,Some-college,10,40,<=50K
Other-service,White,Male,23,5th-6th,3,40,<=50K
Prof-specialty,White,Female,26,Some-college,10,35,<=50K
?,White,Male,72,HS-grad,9,20,<=50K
Farming-fishing,White,Male,23,HS-grad,9,40,<=50K
Transport-moving,White,Male,62,HS-grad,9,40,<=50K
Adm-clerical,White,Male,52,Some-college,10,40,<=50K
Other-service,White,Female,58,Some-college,10,42,<=50K
Sales,White,Female,25,Bachelors,13,40,<=50K
Exec-managerial,Black,Male,24,Bachelors,13,40,<=50K
Protective-serv,White,Male,19,Some-college,10,8,<=50K
Exec-managerial,White,Male,43,Some-college,10,40,<=50K
Adm-clerical,Black,Female,47,HS-grad,9,40,<=50K
Other-service,White,Female,39,HS-grad,9,40,<=50K
Handlers-cleaners,White,Male,49,Assoc-voc,11,42,<=50K
?,Black,Female,53,5th-6th,3,30,<=50K
Craft-repair,White,Male,32,Assoc-voc,11,45,<=50K
Prof-specialty,White,Male,34,Some-college,10,50,>50K
Craft-repair,White,Male,28,HS-grad,9,45,<=50K
?,White,Female,57,Assoc-voc,11,38,<=50K
Adm-clerical,Amer-Indian-Eskimo,Female,25,Some-college,10,20,<=50K
?,White,Male,20,Some-college,10,24,<=50K
?,White,Female,21,Some-college,10,35,<=50K
Prof-specialty,White,Male,34,Bachelors,13,50,>50K
Exec-managerial,White,Male,38,Bachelors,13,80,>50K
Exec-managerial,White,Male,50,HS-grad,9,50,>50K
Handlers-cleaners,Black,Male,24,Some-college,10,50,<=50K
Tech-support,White,Male,37,Some-college,10,45,>50K
Machine-op-inspct,White,Male,44,Some-college,10,58,>50K
Sales,White,Female,28,Some-college,10,40,<=50K
Exec-managerial,White,Male,42,Bachelors,13,40,>50K
Adm-clerical,White,Female,74,Some-college,10,9,<=50K
Craft-repair,White,Male,38,HS-grad,9,50,<=50K
Prof-specialty,White,Male,44,Masters,14,40,<=50K
Machine-op-inspct,Other,Female,44,11th,7,46,<=50K
Machine-op-inspct,White,Male,26,HS-grad,9,40,<=50K
Other-service,Black,Male,36,HS-grad,9,40,<=50K
Exec-managerial,White,Female,41,Assoc-acdm,12,50,>50K
Prof-specialty,White,Male,67,Prof-school,15,48,>50K
Tech-support,White,Male,39,12th,8,50,<=50K
Priv-house-serv,Black,Female,57,1st-4th,2,30,<=50K
Craft-repair,White,Male,29,Assoc-voc,11,40,<=50K
Farming-fishing,White,Female,31,Bachelors,13,45,<=50K
?,Black,Female,34,HS-grad,9,40,<=50K
Transport-moving,White,Male,44,Some-college,10,40,<=50K
Prof-specialty,White,Male,29,Doctorate,16,40,<=50K
Handlers-cleaners,White,Female,30,Some-college,10,40,<=50K
Transport-moving,White,Male,27,HS-grad,9,40,<=50K
Sales,White,Male,27,Some-college,10,50,<=50K
Handlers-cleaners,White,Female,32,HS-grad,9,45,<=50K
Other-service,White,Female,58,10th,6,8,<=50K
Protective-serv,White,Male,35,Some-college,10,40,<=50K
Handlers-cleaners,White,Male,21,HS-grad,9,36,<=50K
Craft-repair,White,Male,28,Some-college,10,40,<=50K
Exec-managerial,White,Male,46,Some-college,10,50,<=50K
Other-service,White,Female,36,HS-grad,9,40,<=50K
Adm-clerical,White,Female,72,11th,7,40,<=50K
Machine-op-inspct,Black,Female,35,HS-grad,9,40,<=50K
Craft-repair,Black,Female,33,Assoc-voc,11,40,>50K
Machine-op-inspct,White,Female,69,11th,7,40,<=50K
Machine-op-inspct,White,Male,35,HS-grad,9,40,<=50K
Adm-clerical,White,Female,31,HS-grad,9,20,<=50K
Tech-support,White,Female,34,HS-grad,9,32,<=50K
Other-service,White,Male,30,11th,7,40,<=50K
Transport-moving,White,Male,28,Bachelors,13,55,<=50K
Sales,White,Male,54,Bachelors,13,35,>50K
Prof-specialty,White,Male,47,Some-college,10,50,>50K
Handlers-cleaners,Black,Female,24,HS-grad,9,40,<=50K
Prof-specialty,White,Male,52,Bachelors,13,60,>50K
Handlers-cleaners,Amer-Indian-Eskimo,Male,20,HS-grad,9,48,<=50K
Exec-managerial,White,Male,43,Masters,14,45,<=50K
Other-service,White,Female,45,7th-8th,4,40,<=50K
Craft-repair,White,Male,29,HS-grad,9,35,<=50K
Exec-managerial,White,Male,47,Masters,14,42,<=50K
Craft-repair,White,Male,24,HS-grad,9,40,<=50K
Prof-specialty,White,Male,51,HS-grad,9,40,<=50K
Sales,White,Male,17,11th,7,12,<=50K
Craft-repair,White,Male,37,Assoc-voc,11,40,>50K
Prof-specialty,White,Female,27,Doctorate,16,70,<=50K
Exec-managerial,White,Male,29,Bachelors,13,40,>50K
?,White,Male,18,12th,8,25,<=50K
Sales,White,Female,36,Assoc-acdm,12,35,<=50K
Prof-specialty,White,Female,58,Bachelors,13,40,<=50K
Craft-repair,White,Male,26,Some-college,10,45,<=50K
?,White,Male,65,Some-college,10,30,>50K
Sales,White,Male,57,HS-grad,9,40,>50K
Craft-repair,White,Male,59,HS-grad,9,40,<=50K
Machine-op-inspct,White,Male,27,HS-grad,9,40,<=50K
Tech-support,White,Male,31,Bachelors,13,40,<=50K
Sales,White,Female,21,Some-college,10,24,<=50K
Adm-clerical,White,Male,29,Some-college,10,60,<=50K
Other-service,White,Male,18,11th,7,40,<=50K
Craft-repair,White,Male,52,10th,6,47,>50K
Prof-specialty,White,Male,57,Bachelors,13,80,<=50K
?,White,Male,42,HS-grad,9,40,<=50K
?,Asian-Pac-Islander,Female,55,HS-grad,9,40,<=50K
Transport-moving,White,Male,60,7th-8th,4,48,>50K
Prof-specialty,White,Male,31,Bachelors,13,40,>50K
Adm-clerical,White,Female,23,Bachelors,13,40,<=50K
Sales,White,Male,27,HS-grad,9,40,<=50K
?,Amer-Indian-Eskimo,Female,23,Some-college,10,25,<=50K
Prof-specialty,White,Male,42,Prof-school,15,50,>50K
Tech-support,White,Male,25,Some-college,10,40,<=50K
Prof-specialty,White,Female,49,Bachelors,13,45,<=50K
Tech-support,White,Male,32,Bachelors,13,40,<=50K
Adm-clerical,White,Male,19,Some-college,10,28,<=50K
Other-service,White,Female,60,7th-8th,4,40,<=50K
Other-service,White,Male,42,9th,5,40,<=50K
Farming-fishing,White,Male,35,Assoc-acdm,12,40,<=50K
Adm-clerical,Black,Female,48,HS-grad,9,37,<=50K
Craft-repair,White,Male,51,Masters,14,40,>50K
Craft-repair,Amer-Indian-Eskimo,Male,29,HS-grad,9,40,<=50K
Exec-managerial,Black,Male,36,HS-grad,9,40,<=50K
Other-service,White,Female,17,10th,6,21,<=50K
Prof-specialty,White,Female,52,Masters,14,60,<=50K
Craft-repair,White,Male,24,HS-grad,9,40,<=50K
Handlers-cleaners,White,Male,24,HS-grad,9,50,<=50K
Prof-specialty,White,Male,26,Bachelors,13,40,<=50K
Other-service,White,Female,27,Bachelors,13,20,<=50K
Handlers-cleaners,White,Male,39,HS-grad,9,60,<=50K
Transport-moving,Black,Male,30,HS-grad,9,45,<=50K
Exec-managerial,White,Male,50,HS-grad,9,32,<=50K
Sales,White,Male,52,Bachelors,13,55,<=50K
Prof-specialty,White,Male,46,Prof-school,15,45,>50K
Sales,White,Female,23,Bachelors,13,20,<=50K
Other-service,Black,Female,45,11th,7,20,<=50K
Priv-house-serv,Black,Female,65,9th,5,24,<=50K
Transport-moving,White,Male,29,Assoc-voc,11,55,<=50K
Handlers-cleaners,White,Male,47,9th,5,40,<=50K
Farming-fishing,Black,Male,30,HS-grad,9,60,<=50K
Sales,White,Male,34,HS-grad,9,45,>50K
Sales,White,Male,38,HS-grad,9,64,<=50K
Exec-managerial,White,Male,33,Some-college,10,40,>50K
Sales,White,Male,49,Bachelors,13,26,>50K
Other-service,Black,Female,47,Some-college,10,40,<=50K
Other-service,Black,Female,49,10th,6,40,<=50K
Craft-repair,White,Male,43,Some-college,10,60,>50K
Adm-clerical,Black,Female,30,Bachelors,13,40,>50K
Craft-repair,White,Male,58,HS-grad,9,60,<=50K
Other-service,White,Female,19,HS-grad,9,14,<=50K
Handlers-cleaners,White,Male,21,Bachelors,13,40,<=50K
Exec-managerial,White,Male,33,Bachelors,13,60,>50K
Transport-moving,White,Male,47,5th-6th,3,50,<=50K
Prof-specialty,White,Male,52,Doctorate,16,60,>50K
Craft-repair,White,Male,26,HS-grad,9,55,<=50K
Craft-repair,White,Male,60,HS-grad,9,40,<=50K
Handlers-cleaners,White,Male,21,Some-college,10,40,<=50K
Sales,White,Male,36,Some-college,10,50,>50K
Craft-repair,White,Male,31,Some-college,10,45,<=50K
Prof-specialty,White,Male,50,Doctorate,16,40,>50K
Adm-clerical,White,Female,31,HS-grad,9,40,<=50K
Craft-repair,White,Male,71,HS-grad,9,15,<=50K
?,White,Male,58,HS-grad,9,50,<=50K
Tech-support,White,Male,30,Bachelors,13,40,>50K
Other-service,White,Male,20,Some-college,10,20,<=50K
Exec-managerial,White,Male,24,HS-grad,9,50,<=50K
Prof-specialty,Asian-Pac-Islander,Male,35,Doctorate,16,40,>50K
Exec-managerial,White,Female,38,Some-college,10,45,<=50K
Machine-op-inspct,White,Female,27,HS-grad,9,32,<=50K
Adm-clerical,Asian-Pac-Islander,Female,29,Some-college,10,40,<=50K
?,White,Female,70,9th,5,15,<=50K
Craft-repair,White,Male,34,HS-grad,9,45,<=50K
Craft-repair,White,Male,44,7th-8th,4,35,<=50K
Machine-op-inspct,White,Male,43,HS-grad,9,40,>50K
Handlers-cleaners,Black,Male,44,12th,8,40,>50K
Sales,White,Male,35,Masters,14,60,<=50K
Prof-specialty,White,Male,27,Some-college,10,40,<=50K
Prof-specialty,White,Male,43,Masters,14,38,<=50K
Sales,White,Female,20,Some-college,10,25,<=50K
Prof-specialty,White,Female,42,Assoc-acdm,12,40,>50K
Transport-moving,White,Male,27,Some-college,10,40,<=50K
Craft-repair,Black,Male,42,HS-grad,9,40,>50K
?,Asian-Pac-Islander,Female,20,11th,7,40,<=50K
Machine-op-inspct,White,Male,24,9th,5,40,<=50K
Exec-managerial,White,Male,48,Some-college,10,40,<=50K
?,White,Female,17,11th,7,20,<=50K
Farming-fishing,White,Male,17,11th,7,10,<=50K
Exec-managerial,White,Male,33,Bachelors,13,40,>50K
Sales,White,Male,50,HS-grad,9,50,>50K
Sales,White,Female,22,HS-grad,9,40,<=50K
Other-service,White,Male,17,12th,8,16,<=50K
Adm-clerical,White,Male,32,Some-college,10,40,<=50K
Craft-repair,White,Male,31,HS-grad,9,45,<=50K
Exec-managerial,White,Male,58,HS-grad,9,50,<=50K
Protective-serv,White,Male,29,HS-grad,9,48,<=50K
Craft-repair,White,Male,37,Assoc-voc,11,40,>50K
Craft-repair,White,Male,34,HS-grad,9,40,>50K
Exec-managerial,Black,Male,23,Some-college,10,40,<=50K
Adm-clerical,White,Female,18,11th,7,5,<=50K
Exec-managerial,White,Female,34,HS-grad,9,40,<=50K
?,White,Male,66,7th-8th,4,4,<=50K
Prof-specialty,White,Female,45,Bachelors,13,55,<=50K
Exec-managerial,White,Male,41,Masters,14,35,<=50K
Other-service,White,Male,26,HS-grad,9,30,<=50K
Farming-fishing,White,Male,54,Some-college,10,40,<=50K
Machine-op-inspct,Black,Female,24,Some-college,10,45,<=50K
Prof-specialty,White,Male,42,Some-college,10,50,<=50K
Prof-specialty,White,Male,20,Some-college,10,20,<=50K
Tech-support,White,Female,23,Bachelors,13,20,<=50K
?,White,Male,25,Assoc-acdm,12,45,<=50K
Prof-specialty,White,Male,35,Masters,14,60,>50K
Tech-support,White,Male,31,Masters,14,40,>50K
Prof-specialty,White,Female,30,Bachelors,13,40,<=50K
Sales,White,Female,19,HS-grad,9,20,<=50K
Prof-specialty,White,Male,36,Bachelors,13,50,<=50K
Sales,White,Female,31,Bachelors,13,40,<=50K
Handlers-cleaners,White,Male,21,Some-college,10,30,<=50K
Craft-repair,White,Male,31,Some-college,10,40,<=50K
Prof-specialty,White,Female,46,Doctorate,16,65,>50K
Exec-managerial,White,Female,44,Bachelors,13,50,>50K
Other-service,Black,Male,40,12th,8,40,<=50K
Sales,Black,Male,45,Some-college,10,40,<=50K
Craft-repair,White,Male,60,HS-grad,9,35,<=50K
Other-service,White,Male,18,11th,7,25,<=50K
Prof-specialty,White,Male,28,Bachelors,13,40,<=50K
Adm-clerical,Black,Female,36,Some-college,10,40,<=50K
Prof-specialty,White,Male,36,Bachelors,13,40,<=50K
Tech-support,White,Male,40,Assoc-voc,11,40,<=50K
Adm-clerical,White,Female,36,Bachelors,13,35,<=50K
Other-service,Black,Female,31,HS-grad,9,40,<=50K
Machine-op-inspct,White,Male,33,HS-grad,9,40,<=50K
Tech-support,White,Female,19,HS-grad,9,40,<=50K
Sales,White,Female,22,Some-college,10,15,<=50K
Exec-managerial,White,Male,34,Bachelors,13,45,>50K
Other-service,White,Male,33,HS-grad,9,40,<=50K
Craft-repair,White,Male,41,HS-grad,9,60,<=50K
Prof-specialty,White,Male,29,Bachelors,13,40,<=50K
Exec-managerial,White,Male,50,HS-grad,9,42,>50K
Exec-managerial,White,Male,42,Bachelors,13,45,>50K
Prof-specialty,White,Male,43,Bachelors,13,40,>50K
Sales,White,Female,44,HS-grad,9,40,<=50K
Other-service,White,Female,20,Some-college,10,20,<=50K
Other-service,White,Male,31,HS-grad,9,40,<=50K
Exec-managerial,White,Male,65,11th,7,59,>50K
Other-service,White,Female,23,Some-college,10,24,<=50K
Adm-clerical,Asian-Pac-Islander,Female,55,Some-college,10,40,<=50K
Adm-clerical,White,Male,26,Assoc-voc,11,45,<=50K
Other-service,White,Female,25,Assoc-voc,11,15,<=50K
?,Black,Female,45,Some-college,10,40,<=50K
Craft-repair,White,Male,35,Some-college,10,40,<=50K
Sales,Black,Female,36,Some-college,10,36,<=50K
Prof-specialty,White,Male,43,Bachelors,13,50,<=50K
Other-service,Black,Female,56,HS-grad,9,20,<=50K
Tech-support,White,Male,42,Bachelors,13,40,>50K
Other-service,White,Female,19,Some-college,10,25,<=50K
Transport-moving,White,Male,55,HS-grad,9,72,<=50K
Exec-managerial,White,Female,42,Masters,14,50,>50K
Tech-support,White,Male,26,Assoc-voc,11,40,<=50K
Handlers-cleaners,White,Male,17,12th,8,20,<=50K
Prof-specialty,White,Female,42,Bachelors,13,40,>50K
Transport-moving,White,Male,55,HS-grad,9,40,>50K
Adm-clerical,Black,Female,32,Some-college,10,40,<=50K
Craft-repair,Black,Male,29,11th,7,40,<=50K
Prof-specialty,White,Male,46,Bachelors,13,37,<=50K
Exec-managerial,White,Male,29,Bachelors,13,40,>50K
Prof-specialty,White,Male,22,Bachelors,13,20,<=50K
Craft-repair,White,Male,58,10th,6,40,<=50K
Transport-moving,White,Male,23,HS-grad,9,50,<=50K
Handlers-cleaners,White,Male,39,HS-grad,9,40,<=50K
Craft-repair,White,Male,27,Assoc-voc,11,38,<=50K
Transport-moving,White,Male,54,HS-grad,9,40,>50K
Prof-specialty,White,Female,33,Bachelors,13,45,<=50K
Adm-clerical,White,Female,46,HS-grad,9,40,>50K
Farming-fishing,Black,Male,37,HS-grad,9,40,<=50K
Other-service,White,Female,36,HS-grad,9,18,<=50K
Adm-clerical,White,Female,59,HS-grad,9,38,>50K
Protective-serv,White,Male,34,HS-grad,9,40,<=50K
Exec-managerial,White,Male,53,Doctorate,16,70,>50K
Sales,White,Male,51,Bachelors,13,55,>50K
Other-service,White,Female,32,10th,6,42,<=50K
Other-service,White,Male,31,Some-college,10,40,<=50K
Sales,White,Female,22,Some-college,10,30,<=50K
Sales,White,Female,47,Bachelors,13,50,<=50K
Machine-op-inspct,White,Male,32,HS-grad,9,40,<=50K
Farming-fishing,White,Female,26,Some-college,10,38,<=50K
Farming-fishing,White,Male,37,5th-6th,3,32,<=50K
Craft-repair,White,Male,31,HS-grad,9,55,<=50K
Tech-support,White,Female,37,Assoc-voc,11,24,>50K
Sales,White,Male,55,HS-grad,9,38,<=50K
Tech-support,White,Male,23,Assoc-voc,11,56,<=50K
Adm-clerical,White,Female,36,Some-college,10,40,<=50K
Prof-specialty,White,Male,34,Masters,14,40,<=50K
Sales,White,Male,43,Bachelors,13,50,>50K
Tech-support,White,Male,54,Some-college,10,40,<=50K
Craft-repair,White,Male,43,Some-college,10,40,<=50K
Machine-op-inspct,White,Female,28,Assoc-voc,11,42,<=50K
Exec-managerial,White,Male,40,Assoc-voc,11,50,>50K
Exec-managerial,White,Male,41,Some-college,10,60,<=50K
Sales,Other,Female,40,Bachelors,13,55,>50K
Adm-clerical,Black,Female,42,Some-college,10,38,<=50K
Farming-fishing,White,Male,61,HS-grad,9,50,<=50K
Machine-op-inspct,White,Male,18,12th,8,30,<=50K
?,White,Male,59,HS-grad,9,16,<=50K
?,White,Female,21,HS-grad,9,40,<=50K
Tech-support,White,Male,48,Assoc-voc,11,50,>50K
Tech-support,White,Male,41,Bachelors,13,40,<=50K
?,White,Male,18,Some-college,10,33,<=50K
Sales,White,Female,23,HS-grad,9,40,<=50K
Transport-moving,White,Male,60,HS-grad,9,60,>50K
Other-service,Black,Male,22,Some-college,10,20,<=50K
Machine-op-inspct,White,Male,61,HS-grad,9,40,<=50K
Machine-op-inspct,Black,Male,25,HS-grad,9,40,<=50K
Tech-support,White,Male,46,Masters,14,35,>50K
Exec-managerial,White,Male,43,Bachelors,13,40,>50K
Craft-repair,White,Male,43,Assoc-acdm,12,40,<=50K
Other-service,Black,Male,24,HS-grad,9,30,<=50K
Farming-fishing,White,Male,68,11th,7,20,<=50K
Adm-clerical,White,Female,31,HS-grad,9,38,<=50K
Sales,White,Female,17,11th,7,20,<=50K
Craft-repair,White,Male,32,HS-grad,9,48,>50K
?,White,Male,50,Masters,14,40,<=50K
Prof-specialty,White,Male,33,Bachelors,13,47,>50K
Prof-specialty,White,Male,64,Bachelors,13,40,>50K
Transport-moving,White,Male,20,HS-grad,9,30,<=50K
Other-service,White,Female,30,HS-grad,9,36,<=50K
?,Black,Male,22,Some-college,10,40,<=50K
Exec-managerial,White,Male,43,Some-college,10,45,<=50K
Adm-clerical,White,Male,22,Some-college,10,40,<=50K
Farming-fishing,White,Male,17,10th,6,20,<=50K
Other-service,White,Female,47,HS-grad,9,75,<=50K
Prof-specialty,White,Female,41,Assoc-voc,11,60,<=50K
Craft-repair,White,Male,56,Some-college,10,50,>50K
Transport-moving,White,Male,64,HS-grad,9,45,<=50K
Transport-moving,White,Male,47,HS-grad,9,50,>50K
Adm-clerical,White,Male,48,Assoc-voc,11,40,<=50K
Prof-specialty,White,Female,31,Masters,14,46,<=50K
Tech-support,White,Male,29,Assoc-voc,11,40,<=50K
Adm-clerical,White,Female,30,HS-grad,9,40,<=50K
Exec-managerial,White,Male,32,HS-grad,9,60,<=50K
Transport-moving,White,Male,57,HS-grad,9,42,>50K
Other-service,White,Female,62,HS-grad,9,40,<=50K
Machine-op-inspct,White,Female,39,HS-grad,9,24,<=50K
Adm-clerical,White,Male,43,Some-college,10,25,<=50K
Sales,White,Male,24,Bachelors,13,40,<=50K
?,White,Male,42,11th,7,15,<=50K
Adm-clerical,White,Female,53,Some-college,10,40,>50K
Handlers-cleaners,White,Male,26,Some-college,10,40,<=50K
Exec-managerial,White,Male,73,HS-grad,9,40,<=50K
?,White,Female,72,11th,7,24,<=50K
Machine-op-inspct,White,Male,55,HS-grad,9,40,<=50K
Adm-clerical,White,Male,25,HS-grad,9,40,<=50K
Prof-specialty,White,Female,41,Bachelors,13,50,>50K
Exec-managerial,White,Male,24,Bachelors,13,50,<=50K
Farming-fishing,White,Male,63,HS-grad,9,6,<=50K
Sales,White,Male,17,11th,7,20,<=50K
Craft-repair,White,Male,35,Some-college,10,50,<=50K
Prof-specialty,White,Male,51,Some-college,10,40,>50K
Prof-specialty,White,Female,62,Bachelors,13,48,<=50K
Craft-repair,White,Male,55,HS-grad,9,40,>50K
Prof-specialty,White,Male,43,Some-college,10,40,<=50K
Other-service,White,Female,40,HS-grad,9,50,<=50K
Exec-managerial,White,Male,37,Bachelors,13,45,>50K
Craft-repair,White,Male,39,Bachelors,13,40,<=50K
Craft-repair,White,Male,31,HS-grad,9,18,<=50K
Prof-specialty,White,Female,61,Masters,14,40,>50K
Adm-clerical,White,Female,26,Assoc-voc,11,55,<=50K
Sales,White,Male,46,HS-grad,9,50,<=50K
Prof-specialty,White,Female,26,Bachelors,13,40,<=50K
Prof-specialty,White,Male,48,Doctorate,16,50,>50K
Transport-moving,White,Male,34,HS-grad,9,40,<=50K
Adm-clerical,White,Female,34,HS-grad,9,40,<=50K
Other-service,White,Male,59,HS-grad,9,40,>50K
Prof-specialty,White,Female,34,Bachelors,13,40,<=50K
Exec-managerial,White,Female,49,Bachelors,13,56,>50K
Adm-clerical,White,Female,18,11th,7,20,<=50K
Farming-fishing,White,Male,43,HS-grad,9,40,<=50K
Exec-managerial,White,Male,48,11th,7,50,<=50K
Exec-managerial,White,Male,28,Some-college,10,70,<=50K
Machine-op-inspct,White,Male,33,HS-grad,9,40,<=50K
Sales,White,Female,24,Some-college,10,15,<=50K
Handlers-cleaners,White,Male,21,10th,6,40,<=50K
Sales,White,Male,17,11th,7,28,<=50K
Farming-fishing,White,Male,39,Some-college,10,50,>50K
Prof-specialty,White,Male,29,Bachelors,13,40,<=50K
Exec-managerial,White,Male,44,Bachelors,13,40,>50K
Transport-moving,White,Male,24,Some-college,10,50,<=50K
Sales,White,Male,71,Masters,14,40,>50K
Sales,Asian-Pac-Islander,Male,51,Bachelors,13,40,>50K
Other-service,Black,Male,55,5th-6th,3,25,<=50K
Exec-managerial,White,Male,41,Bachelors,13,60,>50K
Handlers-cleaners,Black,Female,23,HS-grad,9,7,<=50K
Adm-clerical,White,Female,38,Assoc-voc,11,40,<=50K
Transport-moving,White,Male,39,HS-grad,9,40,>50K
Adm-clerical,White,Female,19,HS-grad,9,30,<=50K
Machine-op-inspct,White,Female,49,9th,5,40,<=50K
Adm-clerical,White,Male,32,Bachelors,13,40,>50K
Craft-repair,White,Male,27,HS-grad,9,70,<=50K
Sales,White,Male,38,Bachelors,13,50,>50K
Craft-repair,White,Female,33,Some-college,10,60,<=50K
?,White,Male,63,Some-college,10,15,<=50K
Exec-managerial,White,Male,23,Bachelors,13,28,<=50K
Craft-repair,White,Male,33,Some-college,10,60,<=50K
Sales,Black,Male,54,HS-grad,9,40,<=50K
Tech-support,White,Female,29,Assoc-voc,11,45,<=50K
?,Black,Female,48,Some-college,10,30,<=50K
Exec-managerial,White,Male,35,Bachelors,13,40,<=50K
Adm-clerical,Asian-Pac-Islander,Female,28,Assoc-voc,11,40,<=50K
Prof-specialty,White,Male,37,Bachelors,13,50,>50K
Farming-fishing,White,Male,42,Prof-school,15,65,>50K
Prof-specialty,White,Male,40,Masters,14,40,<=50K
Sales,White,Male,47,Some-college,10,55,<=50K
Exec-managerial,White,Female,22,Bachelors,13,50,<=50K
Exec-managerial,White,Male,30,Bachelors,13,45,>50K
Tech-support,White,Male,28,HS-grad,9,40,<=50K
Other-service,White,Male,63,7th-8th,4,55,<=50K
Craft-repair,White,Male,51,9th,5,20,<=50K
Handlers-cleaners,White,Female,22,HS-grad,9,40,<=50K
?,Amer-Indian-Eskimo,Male,27,Assoc-acdm,12,40,<=50K
Sales,White,Male,35,HS-grad,9,45,<=50K
Machine-op-inspct,White,Female,46,HS-grad,9,38,<=50K
Machine-op-inspct,White,Male,37,Some-college,10,52,<=50K
Prof-specialty,Black,Male,24,Bachelors,13,15,<=50K
Handlers-cleaners,White,Male,37,HS-grad,9,10,<=50K
Tech-support,White,Male,53,Some-college,10,40,<=50K
Sales,White,Male,27,HS-grad,9,30,<=50K
Craft-repair,White,Male,38,Some-college,10,44,<=50K
Farming-fishing,White,Male,53,10th,6,60,<=50K
Craft-repair,White,Male,34,Some-college,10,40,<=50K
Sales,Black,Male,23,HS-grad,9,40,<=50K
Exec-managerial,White,Male,39,Bachelors,13,45,>50K
Prof-specialty,Asian-Pac-Islander,Female,43,Masters,14,50,<=50K
Exec-managerial,Asian-Pac-Islander,Male,67,HS-grad,9,40,>50K
