MeanAtomicMass,MeanAtomicValN,MeanAtomicMagnMom,MeanAtomicElNeg,MaxDiffAtomicMass,MaxDiffAtomicElNeg,T_c(K)
74.61,5.55,2.85,1.78,98.23,1.36,24
58.78,4.53,1.71,2.57,192.98,2.49,87.1
123.12,4.99,1.99,2.03,12.78,0.32,1.07
60.5,4.41,1.6,2.56,192.98,2.49,53.5
57.84,4.43,1.57,2.55,122.91,2.34,32
54.23,4.34,1.72,2.46,135.97,3.44,29
102.72,3.17,1.42,1.78,192.98,2.49,47.5
40.24,4.29,2,2.07,76.89,1.33,3.6
69.58,4.3,2.9,2.01,166.48,1.25,5.6
14.95,2.47,0.47,1.7,15.29,0.73,8.3
129.39,5.49,2.37,2.33,145.43,0.65,3.8
74.41,4.25,1.75,1.89,164.16,0.93,10.6
110.94,3,1,1.23,130.27,0.51,5.6
12.79,2.17,0.26,1.6,86.94,0.59,2.54
57.1,4.47,1.61,2.55,128.24,2.49,15
58.25,5.22,2.36,2.56,128.24,2.3,21
69,5.53,2.47,2.16,122.91,2.88,31.8
64.98,5.5,2.9,1.78,48.52,1.36,37.7
60.49,4.41,1.61,2.56,192.98,2.49,63.5
150.72,4.33,1.67,2.25,69.37,0.44,2.3
61.32,5.88,3,2.57,141.25,2.32,10.5
71.03,4.69,1.78,2.6,192.98,2.49,15
40,5.48,1.5,1.94,78.1,1.33,14.3
77.94,2.23,0.86,1.75,136.32,2.55,72.1
96.13,4.25,1.75,2.25,39.74,0.62,4.71
109.55,1.46,1.16,1.93,10.84,0.03,0.03
50.92,4.05,1.42,2.54,122.91,2.55,70
51.42,3.99,1.38,2.52,121.33,2.55,73.9
15.76,2.11,0.11,1.6,60.71,0.24,5.7
59.34,5.25,2.36,2.56,128.24,2.32,13.5
55.68,4.12,1.45,2.44,184.59,2.49,67
56.1,4.46,1.85,2.43,135.97,3.44,91.3
172.44,5.67,2.33,2.31,104.29,0.05,2.66
88.12,4.67,1.43,1.78,122.45,1.06,2.52
79.43,2.25,0.86,1.71,130.39,2.55,77
191.09,8.6,3,2.13,11.27,0.7,0.07
50.38,4.92,3.76,2.31,83.94,0.92,12.9
89.91,5.61,2.35,2.69,192.98,1.51,2.1
53.1,6.34,2.56,1.8,146.88,0.65,2.44
36.85,4.14,1.39,2.55,72.91,2.49,72
53.12,4.45,1.49,2.54,148.93,2.55,87
46.73,6.33,1.78,1.95,151.69,1.33,5.2
36.51,4.9,1.6,2.8,121.33,2.62,30.8
146.21,3.67,1.67,1.86,94.16,0.24,5.87
51.5,4.01,1.4,2.52,124.91,2.55,85.5
57.65,3.1,1.1,1.56,59.54,0.95,3.17
44.21,4.05,1.44,2.52,121.33,2.55,41
82.95,2.33,1.67,1.95,58.21,0.15,0.09
49.65,3.93,1.4,2.54,121.33,2.55,75
52.14,4.03,1.41,2.52,124.91,2.55,70
95.74,4,2,1.93,52.04,0.24,5.9
33.87,4.71,1.86,2.48,76.91,2.44,8.9
52.73,4.4,2.14,1.6,55.04,0.74,3.5
56.73,4.95,1.31,2.43,157.06,3.44,81
59.8,3.97,1.26,2.47,184.59,2.55,118
65.71,5.05,2.42,1.75,146.88,0.68,4.52
47.65,4.17,1.44,2.51,122.91,2.44,40
83.62,6.54,2.54,1.81,162.14,0.97,4.5
140.54,7.32,1.72,1.97,167,1.33,7.5
47.8,3.5,1.5,2.24,31.49,0.68,1.65
50.91,4.28,1.31,2.48,188.38,3.44,68.55
56.7,4.41,1.55,2.55,122.91,2.49,3.7
70.99,6.2,3.4,1.86,50.13,0.57,1
89.37,5.24,2,2.28,159.33,1.01,3.25
110.84,4.83,2.08,1.82,79.97,1.1,2.41
87.89,2.64,1.04,1.73,192.98,2.49,108
76.59,6.7,2,1.59,32.53,0.58,2
84.72,5.2,2,1.45,32.53,0.58,3.77
51.3,4.62,2.65,1.65,51.93,1.25,11.5
63.49,7.09,2.91,2.24,43.52,1.33,10.5
54.32,4.36,1.55,2.54,122.91,2.51,37
63.68,5.6,2.8,1.8,56.65,1.24,34
109.15,5.6,2.79,2.26,130.01,0.95,2.36
101.39,3.09,1.32,1.8,192.98,2.49,89
151.58,7.6,1.8,1.97,167,1.16,0.31
146.8,6.94,2.72,1.87,71.52,0.97,1.4
60.62,4.43,1.63,2.56,192.98,2.49,86
84.58,2.65,1.02,1.66,192.98,2.49,79
55.35,4.4,1.78,2.52,141.25,2.55,64.4
54.07,3.86,1.21,2.45,191.2,2.55,118
100.95,4.75,4.25,1.71,134.57,0.73,17.82
74.36,6.77,3.73,2.17,134.36,2.81,31.3
72.7,5.53,2.87,1.78,98.23,1.36,25.6
56.68,4.63,1.96,2.51,141.25,2.55,41
58.27,4.43,1.61,2.57,192.98,2.49,93
81.65,2.29,0.86,1.72,122.91,2.55,77
123.05,4.97,1.97,2.02,12.78,0.32,1.8
110.04,6,3.33,2.16,95.54,0.48,1.14
53.35,4.38,1.62,2.5,188.38,2.49,79
40.41,3.95,1.32,2.54,121.33,2.55,116.6
59.2,5.23,2.36,2.56,128.24,2.32,20
85.65,2.67,1.11,1.73,192.98,2.49,113.5
47.52,4.31,1.42,2.57,196.97,2.49,50
65.26,4.47,1.83,2.5,191.2,3.44,69
57.12,4.79,1.47,2.52,151.26,2.55,91.1
57.35,4.03,1.35,2.43,184.59,2.49,60
15.39,2.73,0.73,1.83,13.49,1.24,41
62.74,4.64,1.84,2.56,192.98,2.49,50.4
128.1,4.43,1.86,1.41,37.84,1.1,2.35
92.49,4.75,4.25,1.53,1.68,0.27,11
14.98,4.09,1.94,2.56,78.9,0.76,115
97.19,4.95,4.85,1.58,85.58,0.3,9.52
53.28,4.51,3.53,2.07,80.9,0.95,9.8
232.58,4.18,2.18,1.31,5.99,0.08,0.72
161.98,4.4,2.8,1.47,82.54,0.86,2.89
37.04,3.96,1.33,2.5,71.62,2.49,75
56.16,4.46,1.56,2.55,122.91,2.49,30.5
105.58,5.54,2.31,1.69,203.95,0.6,2.7
135.47,6.4,2,1.96,120.16,1.39,3.8
57.27,4.51,1.92,2.5,141.25,2.55,92
57,4.91,1.28,2.4,157.06,3.44,55
76.11,6.24,3.56,1.69,96.12,2.18,23
67.93,4.25,2.55,1.54,133.08,0.1,6.7
52.25,4,1.39,2.49,121.33,2.55,4.2
158.2,5.38,2.2,2,81.38,1.21,2.9
49.8,5.16,2.5,1.74,78.34,0.57,7.5
52.4,3.94,1.36,2.49,121.33,2.55,18.9
70.12,5.62,2.78,1.78,98.23,1.36,5.1
81.22,5.55,2.3,2.21,148.89,1.08,3.45
84.9,3.23,1.51,1.75,192.98,2.49,55
89.05,2.67,1.06,1.72,192.98,2.55,107.6
114.94,4.15,2.33,1.54,192.98,3.44,38
198.66,4.1,2.1,2.3,85.44,0.28,6.28
88.97,5.73,3.52,2.33,35.85,0.77,4
18.67,2.81,0.73,1.81,181.41,0.89,28.1
99.17,2.88,1.25,1.66,192.98,2.49,72
69.86,4.91,1.89,2.64,192.98,2.62,23.1
69.4,5.4,3,1.77,29.62,1.36,2.6
47.99,5.46,2.23,2.67,141.25,2.49,13
180.55,4.84,2.84,1.47,2.46,0.2,5.98
97.98,3,1.25,1.77,192.98,2.55,86.3
49.48,4.81,1.96,2.59,128.24,2.49,11.3
58.12,5.86,2.41,3.11,176.9,3.16,3.1
53.78,4.17,1.4,2.5,188.38,2.49,70
72.35,5.85,3.7,2.38,175.14,0.42,13.2
70.63,5.37,2.44,1.81,155.01,1.28,7.62
36.01,4.73,1.75,2.23,58.92,2.44,27
43.3,7.2,1.6,1.92,53.37,1.24,4.5
52.47,7.1,1.9,1.95,158.12,1.33,3.42
113.79,6.43,3,1.84,39.05,1.1,1.28
57.61,4.96,1.35,2.45,157.06,3.44,86.3
49.7,3.94,1.41,2.54,121.33,2.55,66
71.44,5.45,2.45,1.82,155.01,1.28,14.8
48.05,4.19,1.58,2.52,134.36,2.55,66
99.95,3,1.25,1.82,192.98,2.49,65
34.29,4.92,2.22,2.59,85.97,2.62,5.42
54,4.8,1.33,2.46,157.06,3.44,80
52.06,4,1.37,2.5,121.33,2.55,47.4
49.83,4.8,3.65,2.25,80.9,1.5,17.8
101.66,8.32,3.68,2.23,1.84,0.08,0.11
96.43,4.5,3.5,1.46,87.27,0.3,10
71.98,3.87,1.15,2.43,184.59,2.55,93.2
57.73,4.9,1.32,2.44,158.97,3.44,89.5
83.72,6.11,2.14,2.38,55.16,0.65,2.7
49.72,3.94,1.4,2.54,121.33,2.55,31
50.95,4.27,1.5,2.52,121.33,2.55,73
72.97,5.39,2.46,1.82,155.01,1.28,27.9
55.45,4.21,1.6,2.51,128.24,2.55,86.1
60.12,5.49,2.61,2.57,141.25,2.32,8.1
73.89,5.74,2.52,2.09,124.12,2.32,42.6
71.85,5.59,3.12,2.14,159.26,0.98,3
91.18,3.32,1.87,1.73,141.25,2.55,90
50.71,4.14,1.25,2.52,188.38,2.55,92
57.29,4.68,1.61,2.51,146.5,2.55,86
121.92,5,4.5,1.71,116.07,0.42,4.5
82.07,4.57,3.92,1.65,94.78,0.45,17.81
86.21,3.03,1.32,1.86,207.97,2.49,65.1
51.05,4.06,1.3,2.48,188.38,2.49,15.2
58.67,4.75,2.75,1.72,67.77,0.38,5.46
51.96,3.96,1.37,2.5,121.33,2.55,91
56.15,4.39,1.54,2.55,122.91,2.49,20
51.34,4.06,1.39,2.52,121.33,2.55,70
149.3,4.33,2.33,1.91,82.62,0.43,5.2
57.33,4.06,1.36,2.43,184.59,2.49,42
15.67,3,1.67,2.01,10.98,1.62,5
79.89,5.68,2.72,1.79,81.48,1.29,6.4
81.29,2.53,0.93,1.79,121.33,2.55,92
62.77,1.7,0.52,1.52,184.59,2.55,105.1
60.01,4.4,1.59,2.56,192.98,2.49,60.6
36.01,3.9,1.35,2.47,71.62,2.49,10
73.53,4.6,2.1,1.88,164.16,1,4.84
52.14,3.95,1.37,2.5,121.33,2.55,41
33.62,3.56,2.1,1.91,82.1,0.5,4
72.71,6.15,2.95,2.19,128.24,3.09,50.03
42.37,5.5,1.4,1.96,95.61,1.33,10.7
84.24,7.01,3.01,2.03,71.75,0.72,13
55.59,4.93,2.02,2.55,128.24,2.49,21.2
72.94,4.81,2.44,1.77,110.82,1.1,4.88
67.11,5.01,1.97,2.87,192.98,2.49,14
188.01,3,1,1.49,65.47,0.52,1.63
84.67,5.5,2,1.73,147.22,0.74,0.58
74.82,3.9,1.13,2.44,184.59,2.55,82
75.96,2.97,0.99,1.85,127.24,0.73,1.51
61.12,4.45,1.65,2.57,192.98,2.49,84.7
60.94,3.86,1.18,2.45,184.59,2.55,121
55.8,4.65,1.4,2.46,157.06,3.44,46
113.72,4.2,4.2,1.79,104.06,0.94,7.9
63.46,5.6,2.8,1.8,47.54,1.23,22
52.82,4.52,1.92,2.52,141.25,2.55,70.5
56.82,4.44,1.55,2.54,122.91,2.49,6.1
57.1,4.42,1.56,2.55,122.91,2.49,14.7
63.84,5.67,1.67,1.96,221.23,1.25,8.4
54.64,4,1.44,2.48,124.91,2.55,5.2
123.82,3.77,1.77,1.75,38.54,0.86,5.94
213.23,7.28,1.7,1.29,63.1,0.05,0.67
62.97,5.6,2.8,1.8,56.65,1.24,29.8
148.27,10,0.5,1.68,100.78,2.33,2.8
57.61,4.43,1.57,2.56,122.91,2.49,26
55.31,5.14,2.57,2.55,121.33,2.55,19.75
74.47,6,3,1.87,53.2,0.66,1.07
91.64,4.25,2.75,1.4,1.68,0.27,10.45
53.54,4.02,1.41,2.52,122.91,2.55,34.7
50.71,4.08,1.39,2.52,121.33,2.55,86
35.24,5.22,1.89,3,134.36,2.55,86.4
114.1,4.9,2.07,1.85,116.03,0.69,1.5
57.55,4.44,1.58,2.56,122.91,2.34,45
80.14,5.5,2.66,1.78,81.48,1.29,4.6
56.07,3.97,1.36,2.51,158.97,2.55,48
86.28,5.6,2.8,1.84,81.48,1.31,8.95
65.89,5.04,2.54,1.8,98.83,1.18,30.95
48.12,4.94,2.06,2.61,141.25,2.49,72
15.07,2.53,0.53,1.73,15.29,0.73,20.9
57.69,5.15,3.45,1.71,45.01,0.53,2.28
109.47,1.46,1.23,1.94,13.89,0.12,0.02
42.28,5.5,1.5,1.95,164.16,1.33,14.8
52.02,5,2.4,1.74,146.88,0.68,1.65
58.92,4.64,1.64,2.6,192.98,2.49,77
60.53,4.43,1.62,2.56,192.98,2.49,33.6
54.68,3.71,2.86,1.91,105.41,0.6,4.66
57.89,4.42,1.56,2.55,122.91,2.55,32.5
184.24,1.2,1,2.47,127.24,0.73,0.26
51.58,4.16,1.69,2.55,121.33,2.55,60
52.09,3.96,1.36,2.5,121.33,2.55,20
79.48,4.7,3.1,2.16,168.94,1.05,8.67
87.31,2.89,1.46,1.73,141.25,2.55,93
78.87,3.2,1.14,1.75,191.2,2.49,53.6
81.39,2.4,0.89,1.73,121.33,2.55,88.6
16.97,4.33,1.72,2.64,57.93,2.51,2
59.21,4.42,1.6,2.55,192.98,2.49,77
57.82,4.3,2.9,1.62,64.82,0.36,4.7
53.3,4.51,1.31,2.46,188.38,3.44,87
87.22,3.23,1.22,1.88,122.91,2.49,12.8
101.07,7.05,4.95,1.85,140.22,0.54,0.59
72.84,6.78,2.11,2.05,181.41,1.05,5.09
69.6,5.74,2.74,2.12,124.91,2.49,22
51.68,4.46,1.85,2.43,135.97,3.44,75
83.66,2.26,0.82,1.65,191.2,2.49,52
64.94,4.17,1.33,2.5,188.38,3.09,109
51.33,4.69,2.64,1.65,51.93,1.25,10.6
139.27,3,1,1.1,36.06,0.17,5.6
209,5.8,4.2,1.42,145.12,0.22,2.01
66.54,5.12,4.38,2.13,85.14,0.15,8.7
74.97,3.6,2,1.88,26.23,0.35,9.8
90.77,5.83,1.17,1.78,211.05,0.82,0.52
80.05,4.59,4.13,1.62,65.92,0.41,17.9
106.25,9.5,4.5,1.55,98.56,0.74,4.5
120.79,6.06,2.06,2.14,71.75,0.72,11.9
53.39,4.03,1.41,2.52,122.91,2.55,50.2
57.99,4.46,1.6,2.55,128.24,2.55,29
16.42,2.7,0.7,1.8,80.41,0.73,37.7
128.82,5.57,2.55,2.3,130.01,0.95,3.27
64.81,3.75,1.75,1.74,146.88,0.63,6.78
96.11,2.92,1.22,1.79,192.98,2.49,86
56.15,4.38,1.77,2.51,134.36,2.55,90.7
99.99,6.96,2.32,2.45,113.25,0.35,9.24
31.55,3.1,1.1,1.65,45.65,0.4,6.45
207.16,3.98,1.98,2.32,2.82,0.71,7.13
53.21,4.26,1.51,2.54,192.98,2.49,103.7
222.72,3.9,1.9,1.28,93.13,0.2,1.48
57.31,5,1.42,2.52,152.94,2.55,86
115.42,3.5,1.5,1.91,192.98,2.49,34.8
55.27,4.94,2.06,2.55,128.24,2.49,24
54.45,3.88,1.25,2.44,184.59,2.55,133.12
68.85,5.45,2.45,2.13,122.91,2.49,24.9
55.58,4,1.38,2.5,122.91,2.55,45
87.62,1.43,1.14,1.81,168.49,0.6,0.2
74.44,6.8,3.7,2.16,134.36,2.27,3.79
73.28,5.83,1.84,1.67,211.05,0.53,0.51
69.38,4.68,1.75,2.61,192.98,2.49,13.7
88.5,5.84,1.17,1.77,211.05,1,1.16
59.78,4.41,1.61,2.55,192.98,2.49,48.4
56.8,4.41,1.55,2.55,122.91,2.49,26.25
56.7,4.5,1.64,2.55,141.25,2.49,30
34.48,4.47,1.03,2.47,47.55,2.51,26
56.74,5.4,2.33,2.66,128.24,2.84,18
61.06,4.5,1.63,2.55,192.98,2.49,80.31
51.48,4.02,1.4,2.52,124.91,2.55,39.3
88.77,2.72,1.11,1.72,192.98,2.49,86
60.43,5.64,2.76,1.81,34.84,1.18,15.7
96.98,2.96,1.21,1.78,192.98,2.49,96
58.44,4,1.26,2.5,188.38,2.55,76
26.46,3,1,1.61,3.78,0.59,6
59.34,5.25,2.36,2.56,128.24,2.32,16.5
108.91,8,2.67,2.08,36,1.18,1.62
70.45,5.92,3.66,2.38,175.14,1.38,14.3
68.41,4.75,3.75,2.17,83.94,0.74,4.1
18.05,2.67,0.67,1.82,54.57,0.73,38.4
47.22,4.7,1.61,2.54,85.07,2.49,60
50.7,3.95,1.39,2.52,121.33,2.55,70
86.15,4.67,4,1.74,20.28,0.41,1.9
66.69,6.55,1.97,2.06,156.45,1.06,9.05
12.01,4,2,2.55,0,0,52
132.73,3,1,1.75,89.56,0.16,3.22
80.56,2.54,1.11,1.75,128.24,2.55,32
15.37,2.68,0.67,1.8,45.03,0.73,37
146.16,7,2.33,2.14,89.31,0.18,2.61
87.93,2.66,1.06,1.72,192.98,2.49,102
97.17,2.3,0.69,1.62,188.38,2.55,123.5
81.36,2.46,0.9,1.73,121.33,2.55,68.6
47.11,4.06,1.42,2.53,122.91,2.55,90
54.49,4.32,1.7,2.52,162.49,2.55,81.3
65.74,6.56,5.44,1.81,49.07,0.54,3.47
71.48,5.52,2.48,2.15,122.91,2.88,30.4
59.73,4.46,1.6,2.56,192.98,2.49,71.6
43.08,4.25,1.49,2.52,72.91,2.49,19
60.5,4.49,1.59,2.57,192.98,2.49,63.1
51.36,4.04,1.29,2.47,188.38,2.49,37
118.9,3.6,1.6,1.91,192.98,2.49,24.9
62.67,4.66,1.66,2.56,192.98,2.49,36.4
51.15,4.08,1.42,2.52,121.33,2.55,57
15.43,2.71,0.71,1.81,16.17,0.73,35.1
70.52,5.71,2.81,1.79,96.12,2.18,13.3
159.61,5.78,2.27,1.76,150.29,0.9,4.2
34.18,3.95,1.68,2.02,84.28,2.18,10
56.14,4.64,1.89,2.42,135.97,3.44,29.4
60.84,4.52,1.61,2.56,192.98,2.49,94
114.05,6.64,3,1.84,39.05,1.1,6.57
181.53,5.2,3.2,1.67,2.89,0.86,1.2
54.52,4.63,1.46,2.54,151.26,2.55,83.2
34.37,4.38,1.05,2.44,47.55,2.51,28
70.51,4.92,1.89,2.64,192.98,2.62,27.3
86.02,4.96,2,1.42,32.53,0.58,3.06
92.74,4.6,1.8,1.42,15.2,0.87,7.5
56.84,4.42,1.55,2.55,122.91,2.49,33
50.69,4.62,1.82,2.64,134.36,2.55,93.1
74.79,5.59,3.12,2.13,159.26,1.1,1.8
59.2,5.71,2.29,2.02,86.91,1.9,3.37
87.2,5.25,4.5,2.1,23.32,0.15,3.3
51.68,3.98,1.38,2.51,121.33,2.55,91
53.84,4.01,1.43,2.49,124.91,2.55,25.4
88.57,2.32,0.87,1.72,122.91,2.55,55.23
59.96,4.44,1.61,2.55,192.98,2.49,84.5
114.06,5.62,1.77,1.91,122.45,1.06,2.6
46.35,4.19,1.58,2.53,124.91,2.49,22.2
61.45,6.05,3.17,2.28,141.25,3.44,4.7
84.73,5.79,2.07,2.36,55.16,0.65,0.14
66.18,5,4.25,2.1,85.14,0.26,5.8
52.91,4.03,1.4,2.53,122.91,2.55,64
80.6,2.5,0.79,1.73,191.2,2.49,77.7
54.32,3.98,1.42,2.48,124.91,2.55,14.9
138.41,4.94,1.94,2.08,92.38,0.55,3.5
71.55,5.54,2.46,2.16,122.91,2.88,14.3
55.48,4.22,1.6,2.52,128.24,2.55,91.78
56.13,4.42,1.81,2.52,141.25,2.55,43.2
59.83,4.39,1.59,2.56,192.98,2.49,81.3
42.97,4.1,1.42,2.53,72.91,2.49,53
60.13,4.2,1.43,2.49,188.38,2.55,93.6
89.39,2.73,1.27,1.72,128.24,2.55,36.9
51.31,4.62,2.64,1.65,51.93,1.25,11.6
122.98,4.96,1.95,2.02,12.78,0.32,1.75
51.14,4.03,1.38,2.53,121.33,2.55,29.9
45.23,4.06,1.43,2.45,72.91,2.49,28
105.69,2.88,1.28,1.69,192.98,2.49,83.6
77,4.51,4.01,1.61,65.92,0.41,20
50.94,5,3,1.63,0,0,5.32
53.82,3.97,1.3,2.41,195.19,2.49,71
42.78,4.1,1.42,2.54,72.91,2.49,35
71.91,5.86,2.96,1.77,96.12,2.18,12.5
68.89,4.61,1.72,2.6,192.98,2.49,34
74.64,3.9,1.14,2.44,184.59,2.55,95.3
45.3,4.45,1.8,2.16,77.22,2.34,13.5
70.82,4.82,1.78,2.67,192.98,2.62,7.2
56.22,4.41,1.54,2.55,122.91,2.49,18
46,3.62,1.62,2.02,106.7,1.33,10.2
55.93,4.4,1.78,2.45,135.97,3.44,64
36.75,4.33,1.44,2.61,76.81,2.49,21
189.52,1.16,1,2.48,169.99,0.93,0.03
72.88,5.84,1.84,1.67,211.05,0.53,1.16
74.37,6.78,3.72,2.17,134.36,2.81,37.2
56.7,4.41,1.55,2.55,122.91,2.49,33
59.73,4.4,1.63,2.53,192.98,2.51,89
51.32,4.01,1.39,2.52,141.25,2.55,44.4
51.26,4.76,1.58,2.61,124.12,2.49,55
42.58,4.07,1.41,2.56,72.91,2.49,62.5
58.93,4.4,1.63,2.51,192.98,2.51,90
56.8,4.42,1.55,2.55,122.91,2.49,23.1
34.96,4.91,1.91,2.1,40.93,1.6,13
120.36,3.06,1.06,1.81,92.38,0.55,3.9
84.1,5.99,2.11,2.37,55.16,0.65,1.92
179.45,4.39,2.39,1.38,2.46,0.2,5.71
50.95,4.74,1.94,2.65,134.36,2.55,69
43.29,4.08,1.38,2.53,126.52,2.55,16
88.71,4.74,4.32,1.66,91.73,0.41,10.9
80.97,5.76,2.64,1.83,139.24,1.33,7
33.86,4.79,1.6,2.56,71.62,2.49,0.1
56.42,4.43,1.55,2.55,122.91,2.49,19.61
41.58,5.5,1.43,1.95,95.61,1.33,14
53.44,3.86,1.23,2.44,184.59,2.55,131.3
99.93,8.03,3.97,2.19,42.14,0.32,0.25
127.48,4.33,2.33,1.73,17.15,0.95,1.2
86.17,6.5,4.5,1.83,46.97,0.27,11.07
86.15,3.07,1.22,1.93,192.98,2.49,100.5
91.85,4.68,2.64,1.9,128.24,2.32,24
57.66,4.03,1.37,2.45,192.98,2.49,58
45.37,4.81,1.42,2.55,195.37,2.55,100
87.75,6.5,2.5,2.14,30.28,0.27,3.45
44.76,5.5,1.3,1.97,95.61,1.33,9.92
81.36,5.87,2.79,1.9,110.82,1.1,6.04
82.81,3.8,1.8,2,220.03,1.45,14.2
95.85,6,4.5,1.77,99.31,0.68,2.43
165.07,1.8,0.2,1.79,177.6,1.07,3.05
77.49,5.67,2.5,1.97,129.31,1.08,1.1
78.86,2.34,0.91,1.73,128.24,2.55,81.5
74.28,6.75,3.75,2.15,134.36,2.27,53.8
36.68,5,2.71,2.56,85.97,2.46,16.4
96.15,6.2,3.8,1.74,13.51,0.6,1.9
88.3,3.85,2.08,1.65,134.36,2.49,30
208.34,4.72,2.72,1.96,4.6,0.4,6.5
51.31,4,1.39,2.52,122.91,2.55,90
79.93,5.52,2.74,1.78,81.48,1.29,5.3
57.44,4.91,1.46,2.51,151.26,2.55,32
70.92,2.18,0.67,1.64,188.38,2.49,92
54.69,4.29,1.66,2.5,134.36,2.55,45
49.2,5.15,2.14,2.62,141.25,2.49,36.3
81.14,4.33,2.01,1.92,121.33,2.55,3.14
53.66,3.96,1.43,2.47,128.24,2.55,70
55.19,4.6,1.42,2.51,151.26,2.55,67.5
116.87,8.4,0.9,1.9,78.35,0.98,2.59
56.48,4.42,1.55,2.55,122.91,2.49,11.2
213.56,7,2,1.79,36.95,0.98,0.44
61.28,4.14,1.47,2.46,184.59,2.49,56
49.88,4.04,1.41,2.53,122.91,2.55,82
77.58,5.44,2.56,1.99,122.91,2.34,27
98.66,4.79,1.95,1.8,164.13,1.01,5.72
76.53,6.64,3.64,2.16,216.04,2.27,48.9
108.68,3.96,1.25,1.7,81.18,0.76,1.82
88.07,4.57,1.4,2.09,186.16,1.45,11
56.45,4.55,1.54,2.52,148.93,2.55,53.4
224.88,3.95,1.95,1.3,143.13,0.08,1.4
114.09,7.5,1.5,2.12,15.34,0.15,1.66
68.81,4.64,1.73,2.59,192.98,2.49,22.1
73.59,5.46,2.53,1.82,155.01,1.28,26.9
57.03,4.41,1.55,2.55,122.91,2.55,31.1
81.26,2.47,0.93,1.73,121.33,2.55,55
74.33,6.77,3.74,2.16,134.36,2.81,36.4
91.37,5.57,3.57,2.27,35.85,0.77,2.85
51.25,4,1.38,2.52,121.33,2.55,62.7
69.91,4.64,1.73,2.57,192.98,2.49,33.1
52.83,4.02,1.42,2.51,124.91,2.55,26
79.77,5.6,2.8,1.78,81.48,1.29,35
15.39,2.67,0.67,1.8,34.15,0.73,41.4
47.17,3.92,1.4,2.46,167.84,2.49,32
68.58,4.71,1.77,2.62,192.98,2.49,31.2
99.27,2.79,1.19,1.67,192.98,2.49,72
97.04,3.01,1.25,1.77,192.98,2.49,88.7
59.32,7,2.5,1.76,65.92,0.31,2.15
52.29,3.95,1.36,2.49,121.33,2.55,25
63.46,5.5,4.5,1.92,22.93,0.52,2.17
9.37,2.01,0.01,1.57,177.19,0.33,9.5
54.76,4.92,3.8,2.27,78.9,1.71,13.8
45.96,4.12,1.46,2.53,170.21,2.49,37
110.1,2.38,0.62,1.73,188.38,2.55,90.5
69.88,4.99,2.4,2.01,137.9,2.34,19.5
56.69,4.4,1.55,2.55,122.91,2.49,35
218.14,6,4.28,1.49,142.08,0.78,2.02
123.08,4.98,1.98,2.03,12.78,0.32,1.43
53.16,3.89,1.35,2.47,121.33,2.55,18.6
41.42,5.5,1.44,1.95,95.61,1.33,11.8
55.84,4.52,1.44,2.52,152.94,2.55,50
100.16,3.91,1.42,1.57,146.5,2.55,6
129.36,3.28,1.21,1.19,98.83,1.18,21.5
97.22,5.83,1.4,1.8,188.14,1.3,3.37
95.81,6.16,5,1.77,5,0.3,10.9
86.85,8.95,0.53,2.3,74.36,0.38,1.63
74.19,5.49,2.42,1.83,155.01,1.28,30
52.75,3.92,1.35,2.48,121.33,2.55,18
132.9,3.02,1,1.27,25.3,0.68,5.58
59.6,5.34,2.37,2.59,128.24,2.84,18.5
26.02,2.67,1.33,1.48,5.1,0.97,7.4
59.9,4.42,1.62,2.55,192.98,2.49,86
186.39,7.05,4.95,1.91,4.02,0.3,1.92
53.53,5.22,2.18,2.63,191.2,2.49,9.76
57.55,4.85,1.45,2.52,151.26,2.55,52
56.22,4.45,1.55,2.55,148.93,2.49,10.1
52.77,7.23,1.77,1.91,156.45,2.55,7.1
50.48,3.99,1.38,2.52,121.33,2.55,89.6
52.3,4.98,2.98,1.64,67.77,0.33,2.87
55.4,4.27,1.65,2.52,128.24,2.55,65.5
95.64,5.53,2.8,2.28,128.23,0.95,4.8
50.92,3.96,1.36,2.51,121.33,2.55,82
185.44,6.5,4,2.32,6.39,0.16,3.02
73.09,3.47,1.76,1.86,45.01,0.53,9.2
72.97,4.94,1.86,2.64,192.98,2.62,29.9
54.99,4.44,1.85,2.44,135.97,3.44,32
54.7,4.42,1.8,2.52,141.25,2.55,68.8
69.94,5.63,2.77,1.8,31.78,1.23,9.5
51.33,4.03,1.38,2.52,121.33,2.55,79.24
74,3.49,1.82,1.87,26.23,0.35,9.8
44.12,7.2,1.6,1.93,53.37,1.24,2.82
116.47,5.25,2.25,1.55,100.99,0.87,8
47.47,4.23,1.41,2.5,184.59,2.49,66.5
89.73,2.5,0.78,1.7,188.38,2.49,84
81.15,5.4,3.4,2.12,181.41,0.16,3.6
185.19,6.5,2.7,1.73,14.14,0.78,1.45
74.48,5.7,2.97,1.91,71.93,0.95,2.9
212.43,6.5,3.79,1.45,179.34,0.53,1.37
171.41,6.25,2.75,1.99,150.29,0.11,4.1
82.45,5.75,2.75,2.31,13.94,0.95,5
166.23,4.97,1.99,2.2,184.21,1.4,1.71
50.54,3.95,1.38,2.52,136.32,2.55,94.5
89.49,5.3,2.1,1.85,164.13,0.98,3.05
111.04,3,1,1.23,113.13,0.51,1.45
50.36,4.02,1.4,2.52,122.91,2.55,78
51.22,3.98,1.45,2.54,124.91,2.55,63
40.87,4.42,1.4,2.5,148.93,2.49,24
