,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,GarageArea,YrSold,LotShape,LotConfig,SalePrice
1378,1953,6,5,1973,1973,987,1,2,1,264,2006,Reg,Inside,83000
1379,9735,5,5,2006,2007,1394,2,3,1,400,2008,Reg,Inside,167500
1380,8212,3,3,1914,1950,864,1,2,1,200,2010,Reg,Inside,58500
1381,12925,6,7,1970,1970,2117,2,4,1,550,2008,IR1,Corner,237500
1382,7200,7,7,1920,1950,1762,1,4,1,576,2006,Reg,Corner,157000
1383,25339,5,7,1918,2007,1416,2,3,1,576,2007,Reg,Inside,112000
1384,9060,6,5,1939,1950,1258,1,2,1,280,2009,Reg,Inside,105000
1385,5436,4,8,1922,2007,1154,1,3,1,240,2010,Reg,Inside,125500
1386,16692,7,5,1978,1978,2784,3,5,1,564,2006,IR1,Inside,250000
1387,8520,6,7,1916,1950,2526,2,5,1,216,2007,Reg,Inside,136000
1388,14892,9,5,2006,2007,1746,2,3,1,758,2009,IR1,CulDSac,377500
1389,6000,6,6,1941,1950,1218,1,3,1,440,2007,Reg,Inside,131000
1390,9100,7,5,2000,2000,1525,2,3,1,541,2006,Reg,Inside,235000
1391,8944,5,5,1967,1967,1584,2,4,2,792,2009,Reg,Inside,124000
1392,7838,5,5,1967,1967,900,1,3,1,288,2006,Reg,Inside,123000
1393,10800,6,7,1905,2000,1912,2,3,2,672,2008,Reg,Inside,163000
1394,4045,7,5,2006,2006,1500,2,2,1,648,2006,Reg,Inside,246578
1395,12665,8,5,2005,2006,2482,2,4,1,642,2007,IR1,Inside,281213
1396,57200,5,5,1948,1950,1687,1,3,1,572,2010,IR1,Inside,160000
1397,6120,5,8,1920,2004,1513,1,4,1,180,2007,Reg,Inside,137500
1398,7200,5,4,1950,1982,1904,1,3,1,240,2009,Reg,Inside,138000
1399,6171,6,6,1925,1990,1608,2,3,1,216,2009,Reg,Inside,137450
1400,6000,6,7,1929,1950,1158,1,3,1,208,2008,Reg,Corner,120000
1401,7415,6,5,2004,2004,1593,2,3,1,398,2008,IR1,Inside,193000
1402,6762,7,5,2006,2006,1294,2,2,1,662,2006,Reg,Inside,193879
1403,15256,8,5,2007,2007,1464,2,3,1,754,2007,IR1,CulDSac,282922
1404,10410,3,4,1915,1950,1214,1,3,1,936,2006,Reg,Corner,105000
1405,3842,8,5,2004,2005,1646,2,2,1,482,2008,IR1,Inside,275000
1406,8445,5,7,1972,2007,768,1,2,1,396,2009,Reg,Corner,133000
1407,8780,5,5,1985,1985,833,1,3,1,0,2009,IR1,Corner,112000
1408,7740,4,7,1910,1950,1363,1,3,1,528,2010,Reg,Inside,125500
1409,20544,7,6,1986,1991,2093,2,3,1,542,2008,IR1,CulDSac,215000
1410,12420,7,5,2001,2001,1840,2,3,1,622,2009,Reg,Inside,230000
1411,9600,6,8,1950,2005,1668,1,3,1,271,2009,Reg,Inside,140000
1412,7200,4,5,1949,1950,1040,2,2,2,420,2009,Reg,Inside,90000
1413,10994,8,5,2005,2006,1844,2,2,1,620,2009,IR1,Corner,257000
1414,13053,6,7,1923,2000,1848,1,4,1,370,2008,Reg,Inside,207000
1415,3635,7,5,2007,2007,1569,2,1,1,660,2009,Reg,Inside,175900
1416,11340,4,6,1885,1950,2290,2,4,2,560,2010,Reg,Inside,122500
1417,16545,8,5,1998,1998,2450,2,3,1,1069,2009,IR1,Inside,340000
1418,9204,5,5,1963,1963,1144,1,3,1,336,2008,Reg,Inside,124000
1419,16381,6,5,1969,1969,1844,2,3,1,540,2006,IR1,Inside,223000
1420,11700,6,6,1968,1968,1416,2,3,1,776,2006,Reg,Corner,179900
1421,4043,6,5,1977,1977,1069,2,2,1,440,2010,Reg,Inside,127500
1422,4435,6,5,2003,2003,848,1,1,1,420,2008,Reg,Inside,136500
1423,19690,6,7,1966,1966,2201,2,4,1,432,2006,IR1,CulDSac,274970
1424,9503,5,5,1958,1983,1344,1,2,1,484,2007,Reg,Inside,144000
1425,10721,6,6,1959,1959,1252,1,3,1,528,2008,IR1,Inside,142000
1426,10944,7,5,1994,1994,2127,2,3,1,525,2008,IR1,Inside,271000
1427,10930,5,6,1945,1950,1558,1,3,1,288,2008,Reg,Inside,140000
1428,7200,5,7,1940,1992,804,1,2,1,240,2010,Reg,Corner,119000
1429,12546,6,7,1981,1981,1440,2,3,1,467,2007,IR1,Corner,182900
1430,21930,5,5,2005,2005,1838,2,4,1,372,2006,IR3,Inside,192140
1431,4928,6,6,1976,1976,958,2,2,1,440,2009,IR1,Inside,143750
1432,10800,4,6,1927,2007,968,2,4,1,216,2007,Reg,Inside,64500
1433,10261,6,5,2000,2000,1792,2,3,1,451,2008,IR1,Inside,186500
1434,17400,5,5,1977,1977,1126,2,3,1,484,2006,Reg,Inside,160000
1435,8400,6,9,1962,2005,1537,1,3,1,462,2008,Reg,Inside,174000
1436,9000,4,6,1971,1971,864,1,3,1,528,2007,Reg,FR2,120500
1437,12444,8,5,2008,2008,1932,2,2,1,774,2008,Reg,FR2,394617
1438,7407,6,7,1957,1996,1236,1,2,1,923,2010,Reg,Inside,149700
1439,11584,7,6,1979,1979,1725,2,3,1,550,2007,Reg,Inside,197000
1440,11526,6,7,1922,1994,2555,2,3,1,672,2008,IR1,Inside,191000
1441,4426,6,5,2004,2004,848,1,1,1,420,2008,Reg,Inside,149300
1442,11003,10,5,2008,2008,2007,2,3,1,812,2009,Reg,Inside,310000
1443,8854,6,6,1916,1950,952,1,2,1,192,2009,Reg,Inside,121000
1444,8500,7,5,2004,2004,1422,2,3,1,626,2007,Reg,FR2,179600
1445,8400,6,5,1966,1966,913,1,3,1,240,2007,Reg,Inside,129000
1446,26142,5,7,1962,1962,1188,1,3,1,312,2010,IR1,CulDSac,157900
1447,10000,8,5,1995,1996,2090,2,3,1,556,2007,Reg,Inside,240000
1448,11767,4,7,1910,2000,1346,1,2,1,384,2007,Reg,Inside,112000
1449,1533,5,7,1970,1970,630,1,1,1,0,2006,Reg,Inside,92000
1450,9000,5,5,1974,1974,1792,2,4,2,0,2009,Reg,FR2,136000
1451,9262,8,5,2008,2009,1578,2,3,1,840,2009,Reg,Inside,287090
1452,3675,5,5,2005,2005,1072,1,2,1,525,2006,Reg,Inside,145000
1453,17217,5,5,2006,2006,1140,1,3,1,0,2006,Reg,Inside,84500
1454,7500,7,5,2004,2005,1221,2,2,1,400,2009,Reg,Inside,185000
1455,7917,6,5,1999,2000,1647,2,3,1,460,2007,Reg,Inside,175000
1456,13175,6,6,1978,1988,2073,2,3,1,500,2010,Reg,Inside,210000
1457,9042,7,9,1941,2006,2340,2,4,1,252,2010,Reg,Inside,266500
1458,9717,5,6,1950,1996,1078,1,2,1,240,2010,Reg,Inside,142125
1459,9937,5,6,1965,1965,1256,1,3,1,276,2008,Reg,Inside,147500
